,year,city,month,overnight_stays,bezirk,nr
0,2009,Innsbruck,1,98246,I,70101
1,2009,Innsbruck,2,98454,I,70101
2,2009,Innsbruck,3,83917,I,70101
3,2009,Innsbruck,4,79355,I,70101
4,2009,Innsbruck,5,92301,I,70101
5,2009,Innsbruck,6,95815,I,70101
6,2009,Innsbruck,7,131137,I,70101
7,2009,Innsbruck,8,138217,I,70101
8,2009,Innsbruck,9,100502,I,70101
9,2009,Innsbruck,10,83973,I,70101
10,2009,Innsbruck,11,65571,I,70101
11,2009,Innsbruck,12,108349,I,70101
12,2009,Arzl im Pitztal,1,14527,IM,70201
13,2009,Arzl im Pitztal,2,20384,IM,70201
14,2009,Arzl im Pitztal,3,10548,IM,70201
15,2009,Arzl im Pitztal,4,9316,IM,70201
16,2009,Arzl im Pitztal,5,5082,IM,70201
17,2009,Arzl im Pitztal,6,11330,IM,70201
18,2009,Arzl im Pitztal,7,18274,IM,70201
19,2009,Arzl im Pitztal,8,17943,IM,70201
20,2009,Arzl im Pitztal,9,11944,IM,70201
21,2009,Arzl im Pitztal,10,7154,IM,70201
22,2009,Arzl im Pitztal,11,640,IM,70201
23,2009,Arzl im Pitztal,12,9265,IM,70201
24,2009,Haiming,1,8779,IM,70202
25,2009,Haiming,2,10882,IM,70202
26,2009,Haiming,3,6656,IM,70202
27,2009,Haiming,4,5105,IM,70202
28,2009,Haiming,5,3178,IM,70202
29,2009,Haiming,6,5527,IM,70202
30,2009,Haiming,7,13400,IM,70202
31,2009,Haiming,8,12785,IM,70202
32,2009,Haiming,9,4600,IM,70202
33,2009,Haiming,10,2545,IM,70202
34,2009,Haiming,11,1473,IM,70202
35,2009,Haiming,12,7017,IM,70202
36,2009,Imst,1,21385,IM,70203
37,2009,Imst,2,28072,IM,70203
38,2009,Imst,3,13487,IM,70203
39,2009,Imst,4,10563,IM,70203
40,2009,Imst,5,15201,IM,70203
41,2009,Imst,6,19332,IM,70203
42,2009,Imst,7,26780,IM,70203
43,2009,Imst,8,31811,IM,70203
44,2009,Imst,9,21175,IM,70203
45,2009,Imst,10,17014,IM,70203
46,2009,Imst,11,4304,IM,70203
47,2009,Imst,12,14365,IM,70203
48,2009,Imsterberg,1,620,IM,70204
49,2009,Imsterberg,2,914,IM,70204
50,2009,Imsterberg,3,383,IM,70204
51,2009,Imsterberg,4,415,IM,70204
52,2009,Imsterberg,5,729,IM,70204
53,2009,Imsterberg,6,936,IM,70204
54,2009,Imsterberg,7,1139,IM,70204
55,2009,Imsterberg,8,1380,IM,70204
56,2009,Imsterberg,9,563,IM,70204
57,2009,Imsterberg,10,238,IM,70204
58,2009,Imsterberg,11,131,IM,70204
59,2009,Imsterberg,12,521,IM,70204
60,2009,Jerzens,1,37312,IM,70205
61,2009,Jerzens,2,45377,IM,70205
62,2009,Jerzens,3,26791,IM,70205
63,2009,Jerzens,4,20796,IM,70205
64,2009,Jerzens,5,2926,IM,70205
65,2009,Jerzens,6,10414,IM,70205
66,2009,Jerzens,7,25619,IM,70205
67,2009,Jerzens,8,24564,IM,70205
68,2009,Jerzens,9,14944,IM,70205
69,2009,Jerzens,10,6222,IM,70205
70,2009,Jerzens,11,1785,IM,70205
71,2009,Jerzens,12,25191,IM,70205
72,2009,Karres,1,299,IM,70206
73,2009,Karres,2,592,IM,70206
74,2009,Karres,3,211,IM,70206
75,2009,Karres,4,97,IM,70206
76,2009,Karres,5,122,IM,70206
77,2009,Karres,6,384,IM,70206
78,2009,Karres,7,456,IM,70206
79,2009,Karres,8,509,IM,70206
80,2009,Karres,9,359,IM,70206
81,2009,Karres,10,131,IM,70206
82,2009,Karres,11,94,IM,70206
83,2009,Karres,12,263,IM,70206
84,2009,Karrösten,1,2724,IM,70207
85,2009,Karrösten,2,2889,IM,70207
