,year,city,month,overnight_stays,bezirk,nr
0,2016,Innsbruck,1,114953,I,70101
1,2016,Innsbruck,2,125784,I,70101
2,2016,Innsbruck,3,118913,I,70101
3,2016,Innsbruck,4,103644,I,70101
4,2016,Innsbruck,5,131735,I,70101
5,2016,Innsbruck,6,128707,I,70101
6,2016,Innsbruck,7,181020,I,70101
7,2016,Innsbruck,8,181628,I,70101
8,2016,Innsbruck,9,140643,I,70101
9,2016,Innsbruck,10,127242,I,70101
10,2016,Innsbruck,11,98554,I,70101
11,2016,Innsbruck,12,142307,I,70101
12,2016,Arzl im Pitztal,1,8760,IM,70201
13,2016,Arzl im Pitztal,2,15117,IM,70201
14,2016,Arzl im Pitztal,3,11047,IM,70201
15,2016,Arzl im Pitztal,4,1394,IM,70201
16,2016,Arzl im Pitztal,5,3736,IM,70201
17,2016,Arzl im Pitztal,6,6400,IM,70201
18,2016,Arzl im Pitztal,7,12586,IM,70201
19,2016,Arzl im Pitztal,8,13841,IM,70201
20,2016,Arzl im Pitztal,9,6535,IM,70201
21,2016,Arzl im Pitztal,10,4152,IM,70201
22,2016,Arzl im Pitztal,11,2481,IM,70201
23,2016,Arzl im Pitztal,12,7386,IM,70201
24,2016,Haiming,1,14566,IM,70202
25,2016,Haiming,2,18857,IM,70202
26,2016,Haiming,3,17701,IM,70202
27,2016,Haiming,4,2739,IM,70202
28,2016,Haiming,5,6739,IM,70202
29,2016,Haiming,6,9931,IM,70202
30,2016,Haiming,7,17886,IM,70202
31,2016,Haiming,8,18824,IM,70202
32,2016,Haiming,9,9187,IM,70202
33,2016,Haiming,10,2706,IM,70202
34,2016,Haiming,11,535,IM,70202
35,2016,Haiming,12,8017,IM,70202
36,2016,Imst,1,15914,IM,70203
37,2016,Imst,2,25472,IM,70203
38,2016,Imst,3,16372,IM,70203
39,2016,Imst,4,7192,IM,70203
40,2016,Imst,5,14448,IM,70203
41,2016,Imst,6,18363,IM,70203
42,2016,Imst,7,30695,IM,70203
43,2016,Imst,8,35222,IM,70203
44,2016,Imst,9,19884,IM,70203
45,2016,Imst,10,14080,IM,70203
46,2016,Imst,11,7620,IM,70203
