,year,city,month,overnight_stays,bezirk,nr
0,2008,Innsbruck,1,101669,I,70101
1,2008,Innsbruck,2,110957,I,70101
2,2008,Innsbruck,3,103404,I,70101
3,2008,Innsbruck,4,87768,I,70101
4,2008,Innsbruck,5,107467,I,70101
5,2008,Innsbruck,6,128902,I,70101
6,2008,Innsbruck,7,147911,I,70101
7,2008,Innsbruck,8,147321,I,70101
8,2008,Innsbruck,9,107500,I,70101
9,2008,Innsbruck,10,88672,I,70101
10,2008,Innsbruck,11,69345,I,70101
11,2008,Innsbruck,12,103865,I,70101
12,2008,Arzl im Pitztal,1,14420,IM,70201
13,2008,Arzl im Pitztal,2,20094,IM,70201
14,2008,Arzl im Pitztal,3,19433,IM,70201
15,2008,Arzl im Pitztal,4,1393,IM,70201
16,2008,Arzl im Pitztal,5,5998,IM,70201
17,2008,Arzl im Pitztal,6,9025,IM,70201
18,2008,Arzl im Pitztal,7,20071,IM,70201
19,2008,Arzl im Pitztal,8,17259,IM,70201
20,2008,Arzl im Pitztal,9,10336,IM,70201
21,2008,Arzl im Pitztal,10,5715,IM,70201
22,2008,Arzl im Pitztal,11,352,IM,70201
23,2008,Arzl im Pitztal,12,10802,IM,70201
24,2008,Haiming,1,8559,IM,70202
25,2008,Haiming,2,11678,IM,70202
26,2008,Haiming,3,10991,IM,70202
27,2008,Haiming,4,1994,IM,70202
28,2008,Haiming,5,4289,IM,70202
29,2008,Haiming,6,6267,IM,70202
30,2008,Haiming,7,15173,IM,70202
31,2008,Haiming,8,13643,IM,70202
32,2008,Haiming,9,5808,IM,70202
33,2008,Haiming,10,1859,IM,70202
34,2008,Haiming,11,1089,IM,70202
35,2008,Haiming,12,6967,IM,70202
36,2008,Imst,1,25286,IM,70203
37,2008,Imst,2,29602,IM,70203
38,2008,Imst,3,20322,IM,70203
39,2008,Imst,4,7125,IM,70203
40,2008,Imst,5,20384,IM,70203
41,2008,Imst,6,19349,IM,70203
42,2008,Imst,7,31057,IM,70203
43,2008,Imst,8,31608,IM,70203
44,2008,Imst,9,20521,IM,70203
45,2008,Imst,10,16647,IM,70203
46,2008,Imst,11,5981,IM,70203
47,2008,Imst,12,16767,IM,70203
48,2008,Imsterberg,1,666,IM,70204
49,2008,Imsterberg,2,1089,IM,70204
50,2008,Imsterberg,3,337,IM,70204
51,2008,Imsterberg,4,232,IM,70204
52,2008,Imsterberg,5,712,IM,70204
53,2008,Imsterberg,6,685,IM,70204
54,2008,Imsterberg,7,1395,IM,70204
55,2008,Imsterberg,8,1528,IM,70204
56,2008,Imsterberg,9,437,IM,70204
57,2008,Imsterberg,10,94,IM,70204
58,2008,Imsterberg,11,177,IM,70204
59,2008,Imsterberg,12,605,IM,70204
60,2008,Jerzens,1,36347,IM,70205
61,2008,Jerzens,2,46261,IM,70205
62,2008,Jerzens,3,46151,IM,70205
63,2008,Jerzens,4,4131,IM,70205
64,2008,Jerzens,5,3650,IM,70205
65,2008,Jerzens,6,9945,IM,70205
66,2008,Jerzens,7,26433,IM,70205
67,2008,Jerzens,8,25684,IM,70205
68,2008,Jerzens,9,14331,IM,70205
69,2008,Jerzens,10,7945,IM,70205
70,2008,Jerzens,11,3051,IM,70205
71,2008,Jerzens,12,26422,IM,70205
72,2008,Karres,1,322,IM,70206
73,2008,Karres,2,451,IM,70206
74,2008,Karres,3,341,IM,70206
75,2008,Karres,4,77,IM,70206
76,2008,Karres,5,280,IM,70206
77,2008,Karres,6,235,IM,70206
78,2008,Karres,7,609,IM,70206
79,2008,Karres,8,629,IM,70206
80,2008,Karres,9,287,IM,70206
81,2008,Karres,10,56,IM,70206
82,2008,Karres,11,32,IM,70206
83,2008,Karres,12,252,IM,70206
84,2008,Karrösten,1,2811,IM,70207
85,2008,Karrösten,2,2811,IM,70207
86,2008,Karrösten,3,2186,IM,70207
87,2008,Karrösten,4,721,IM,70207
88,2008,Karrösten,5,1833,IM,70207
89,2008,Karrösten,6,2351,IM,70207
90,2008,Karrösten,7,2980,IM,70207
91,2008,Karrösten,8,2978,IM,70207
92,2008,Karrösten,9,2335,IM,70207
93,2008,Karrösten,10,1464,IM,70207
94,2008,Karrösten,11,676,IM,70207
95,2008,Karrösten,12,1821,IM,70207
96,2008,Längenfeld,1,76579,IM,70208
97,2008,Längenfeld,2,107612,IM,70208
98,2008,Längenfeld,3,112329,IM,70208
99,2008,Längenfeld,4,26836,IM,70208
100,2008,Längenfeld,5,20402,IM,70208
101,2008,Längenfeld,6,27335,IM,70208
102,2008,Längenfeld,7,73483,IM,70208
103,2008,Längenfeld,8,79243,IM,70208
104,2008,Längenfeld,9,34812,IM,70208
105,2008,Längenfeld,10,22861,IM,70208
106,2008,Längenfeld,11,18671,IM,70208
107,2008,Längenfeld,12,63922,IM,70208
108,2008,Mieming,1,7734,IM,70209
109,2008,Mieming,2,10328,IM,70209
110,2008,Mieming,3,8328,IM,70209
111,2008,Mieming,4,7527,IM,70209
112,2008,Mieming,5,10349,IM,70209
113,2008,Mieming,6,10016,IM,70209
114,2008,Mieming,7,16689,IM,70209
115,2008,Mieming,8,15681,IM,70209
116,2008,Mieming,9,11769,IM,70209
117,2008,Mieming,10,10876,IM,70209
118,2008,Mieming,11,6574,IM,70209
119,2008,Mieming,12,10523,IM,70209
120,2008,Mils bei Imst,1,507,IM,70210
121,2008,Mils bei Imst,2,624,IM,70210
122,2008,Mils bei Imst,3,570,IM,70210
123,2008,Mils bei Imst,4,402,IM,70210
124,2008,Mils bei Imst,5,365,IM,70210
125,2008,Mils bei Imst,6,508,IM,70210
126,2008,Mils bei Imst,7,568,IM,70210
127,2008,Mils bei Imst,8,595,IM,70210
128,2008,Mils bei Imst,9,415,IM,70210
129,2008,Mils bei Imst,10,429,IM,70210
130,2008,Mils bei Imst,11,386,IM,70210
131,2008,Mils bei Imst,12,552,IM,70210
132,2008,Mötz,1,26,IM,70211
133,2008,Mötz,2,18,IM,70211
134,2008,Mötz,3,2,IM,70211
135,2008,Mötz,4,40,IM,70211
136,2008,Mötz,5,65,IM,70211
137,2008,Mötz,6,114,IM,70211
138,2008,Mötz,7,170,IM,70211
139,2008,Mötz,8,82,IM,70211
140,2008,Mötz,9,103,IM,70211
141,2008,Mötz,10,64,IM,70211
142,2008,Mötz,11,30,IM,70211
