,year,city,month,overnight_stays,bezirk,nr
0,2010,Innsbruck,1,108449,I,70101
1,2010,Innsbruck,2,106537,I,70101
2,2010,Innsbruck,3,98592,I,70101
3,2010,Innsbruck,4,82009,I,70101
4,2010,Innsbruck,5,109723,I,70101
5,2010,Innsbruck,6,111078,I,70101
6,2010,Innsbruck,7,159552,I,70101
7,2010,Innsbruck,8,151486,I,70101
8,2010,Innsbruck,9,121749,I,70101
9,2010,Innsbruck,10,97102,I,70101
10,2010,Innsbruck,11,77779,I,70101
11,2010,Innsbruck,12,108821,I,70101
12,2010,Arzl im Pitztal,1,13717,IM,70201
13,2010,Arzl im Pitztal,2,21640,IM,70201
14,2010,Arzl im Pitztal,3,12611,IM,70201
15,2010,Arzl im Pitztal,4,5863,IM,70201
16,2010,Arzl im Pitztal,5,7946,IM,70201
17,2010,Arzl im Pitztal,6,10761,IM,70201
18,2010,Arzl im Pitztal,7,17292,IM,70201
19,2010,Arzl im Pitztal,8,18367,IM,70201
20,2010,Arzl im Pitztal,9,10318,IM,70201
21,2010,Arzl im Pitztal,10,7091,IM,70201
22,2010,Arzl im Pitztal,11,1025,IM,70201
23,2010,Arzl im Pitztal,12,8192,IM,70201
24,2010,Haiming,1,8695,IM,70202
25,2010,Haiming,2,11649,IM,70202
26,2010,Haiming,3,8151,IM,70202
27,2010,Haiming,4,4166,IM,70202
28,2010,Haiming,5,3705,IM,70202
29,2010,Haiming,6,5961,IM,70202
30,2010,Haiming,7,14400,IM,70202
31,2010,Haiming,8,14268,IM,70202
32,2010,Haiming,9,5668,IM,70202
33,2010,Haiming,10,1779,IM,70202
34,2010,Haiming,11,890,IM,70202
35,2010,Haiming,12,5636,IM,70202
36,2010,Imst,1,18586,IM,70203
37,2010,Imst,2,26535,IM,70203
38,2010,Imst,3,13714,IM,70203
39,2010,Imst,4,8998,IM,70203
40,2010,Imst,5,15026,IM,70203
41,2010,Imst,6,16680,IM,70203
42,2010,Imst,7,32611,IM,70203
43,2010,Imst,8,34577,IM,70203
44,2010,Imst,9,21294,IM,70203
45,2010,Imst,10,15066,IM,70203
46,2010,Imst,11,5698,IM,70203
47,2010,Imst,12,14497,IM,70203
48,2010,Imsterberg,1,729,IM,70204
49,2010,Imsterberg,2,972,IM,70204
50,2010,Imsterberg,3,350,IM,70204
51,2010,Imsterberg,4,284,IM,70204
52,2010,Imsterberg,5,387,IM,70204
53,2010,Imsterberg,6,724,IM,70204
54,2010,Imsterberg,7,1114,IM,70204
55,2010,Imsterberg,8,1707,IM,70204
56,2010,Imsterberg,9,624,IM,70204
57,2010,Imsterberg,10,278,IM,70204
58,2010,Imsterberg,11,413,IM,70204
59,2010,Imsterberg,12,632,IM,70204
60,2010,Jerzens,1,33761,IM,70205
61,2010,Jerzens,2,45764,IM,70205
62,2010,Jerzens,3,34098,IM,70205
63,2010,Jerzens,4,13081,IM,70205
64,2010,Jerzens,5,2084,IM,70205
65,2010,Jerzens,6,8099,IM,70205
66,2010,Jerzens,7,22209,IM,70205
67,2010,Jerzens,8,25590,IM,70205
68,2010,Jerzens,9,13543,IM,70205
69,2010,Jerzens,10,9048,IM,70205
70,2010,Jerzens,11,1726,IM,70205
71,2010,Jerzens,12,24119,IM,70205
72,2010,Karres,1,278,IM,70206
73,2010,Karres,2,422,IM,70206
74,2010,Karres,3,170,IM,70206
75,2010,Karres,4,139,IM,70206
76,2010,Karres,5,163,IM,70206
77,2010,Karres,6,543,IM,70206
78,2010,Karres,7,657,IM,70206
79,2010,Karres,8,826,IM,70206
80,2010,Karres,9,370,IM,70206
81,2010,Karres,10,95,IM,70206
82,2010,Karres,11,220,IM,70206
83,2010,Karres,12,351,IM,70206
84,2010,Karrösten,1,2339,IM,70207
85,2010,Karrösten,2,2969,IM,70207
86,2010,Karrösten,3,1602,IM,70207
87,2010,Karrösten,4,959,IM,70207
88,2010,Karrösten,5,1521,IM,70207
89,2010,Karrösten,6,2029,IM,70207
90,2010,Karrösten,7,3293,IM,70207
91,2010,Karrösten,8,3185,IM,70207
92,2010,Karrösten,9,2825,IM,70207
93,2010,Karrösten,10,1847,IM,70207
94,2010,Karrösten,11,833,IM,70207
95,2010,Karrösten,12,1528,IM,70207
96,2010,Längenfeld,1,80907,IM,70208
97,2010,Längenfeld,2,97730,IM,70208
98,2010,Längenfeld,3,85049,IM,70208
99,2010,Längenfeld,4,44199,IM,70208
100,2010,Längenfeld,5,15978,IM,70208
101,2010,Längenfeld,6,25460,IM,70208
102,2010,Längenfeld,7,72646,IM,70208
103,2010,Längenfeld,8,79898,IM,70208
104,2010,Längenfeld,9,36405,IM,70208
105,2010,Längenfeld,10,26669,IM,70208
106,2010,Längenfeld,11,18193,IM,70208
107,2010,Längenfeld,12,56184,IM,70208
108,2010,Mieming,1,7523,IM,70209
109,2010,Mieming,2,9353,IM,70209
110,2010,Mieming,3,6705,IM,70209
111,2010,Mieming,4,8660,IM,70209
112,2010,Mieming,5,10262,IM,70209
113,2010,Mieming,6,9738,IM,70209
114,2010,Mieming,7,15196,IM,70209
115,2010,Mieming,8,16732,IM,70209
116,2010,Mieming,9,11765,IM,70209
117,2010,Mieming,10,11679,IM,70209
118,2010,Mieming,11,7297,IM,70209
119,2010,Mieming,12,8467,IM,70209
120,2010,Mils bei Imst,1,366,IM,70210
121,2010,Mils bei Imst,2,463,IM,70210
122,2010,Mils bei Imst,3,353,IM,70210
