,year,city,month,overnight_stays,bezirk,nr
0,2003,Innsbruck,1,84985,I,101
1,2003,Innsbruck,2,93534,I,101
2,2003,Innsbruck,3,88876,I,101
3,2003,Innsbruck,4,70018,I,101
4,2003,Innsbruck,5,71531,I,101
5,2003,Innsbruck,6,88314,I,101
6,2003,Innsbruck,7,130385,I,101
7,2003,Innsbruck,8,147491,I,101
8,2003,Innsbruck,9,106215,I,101
9,2003,Innsbruck,10,86833,I,101
10,2003,Innsbruck,11,62940,I,101
11,2003,Innsbruck,12,89339,I,101
12,2003,Arzl im Pitztal,1,13840,IM,201
13,2003,Arzl im Pitztal,2,18830,IM,201
14,2003,Arzl im Pitztal,3,15583,IM,201
15,2003,Arzl im Pitztal,4,8830,IM,201
16,2003,Arzl im Pitztal,5,4604,IM,201
17,2003,Arzl im Pitztal,6,9954,IM,201
18,2003,Arzl im Pitztal,7,17111,IM,201
19,2003,Arzl im Pitztal,8,20400,IM,201
20,2003,Arzl im Pitztal,9,12676,IM,201
21,2003,Arzl im Pitztal,10,6358,IM,201
22,2003,Arzl im Pitztal,11,473,IM,201
23,2003,Arzl im Pitztal,12,10752,IM,201
24,2003,Haiming,1,9690,IM,202
25,2003,Haiming,2,9670,IM,202
26,2003,Haiming,3,8494,IM,202
27,2003,Haiming,4,4133,IM,202
28,2003,Haiming,5,10698,IM,202
29,2003,Haiming,6,6804,IM,202
30,2003,Haiming,7,10035,IM,202
31,2003,Haiming,8,15355,IM,202
32,2003,Haiming,9,6276,IM,202
33,2003,Haiming,10,4145,IM,202
34,2003,Haiming,11,483,IM,202
35,2003,Haiming,12,7369,IM,202
36,2003,Imst,1,18290,IM,203
37,2003,Imst,2,18347,IM,203
38,2003,Imst,3,13394,IM,203
39,2003,Imst,4,9008,IM,203
40,2003,Imst,5,11801,IM,203
41,2003,Imst,6,17551,IM,203
42,2003,Imst,7,32994,IM,203
43,2003,Imst,8,30067,IM,203
44,2003,Imst,9,18303,IM,203
45,2003,Imst,10,18425,IM,203
46,2003,Imst,11,5029,IM,203
47,2003,Imst,12,15892,IM,203
48,2003,Imsterberg,1,688,IM,204
49,2003,Imsterberg,2,1351,IM,204
50,2003,Imsterberg,3,982,IM,204
51,2003,Imsterberg,4,463,IM,204
52,2003,Imsterberg,5,506,IM,204
53,2003,Imsterberg,6,1231,IM,204
54,2003,Imsterberg,7,2032,IM,204
55,2003,Imsterberg,8,1955,IM,204
56,2003,Imsterberg,9,1128,IM,204
57,2003,Imsterberg,10,606,IM,204
58,2003,Imsterberg,11,234,IM,204
59,2003,Imsterberg,12,978,IM,204
60,2003,Jerzens,1,36511,IM,205
61,2003,Jerzens,2,43193,IM,205
62,2003,Jerzens,3,39132,IM,205
63,2003,Jerzens,4,24643,IM,205
64,2003,Jerzens,5,1493,IM,205
65,2003,Jerzens,6,6950,IM,205
66,2003,Jerzens,7,18949,IM,205
67,2003,Jerzens,8,22403,IM,205
68,2003,Jerzens,9,11122,IM,205
69,2003,Jerzens,10,3643,IM,205
70,2003,Jerzens,11,1837,IM,205
71,2003,Jerzens,12,24725,IM,205
72,2003,Karres,1,289,IM,206
73,2003,Karres,2,562,IM,206
74,2003,Karres,3,539,IM,206
75,2003,Karres,4,161,IM,206
76,2003,Karres,5,143,IM,206
77,2003,Karres,6,448,IM,206
78,2003,Karres,7,1768,IM,206
79,2003,Karres,8,1056,IM,206
80,2003,Karres,9,499,IM,206
81,2003,Karres,10,348,IM,206
82,2003,Karres,11,234,IM,206
83,2003,Karres,12,297,IM,206
84,2003,Karrösten,1,2652,IM,207
85,2003,Karrösten,2,2489,IM,207
86,2003,Karrösten,3,1953,IM,207
87,2003,Karrösten,4,761,IM,207
88,2003,Karrösten,5,1602,IM,207
89,2003,Karrösten,6,1725,IM,207
90,2003,Karrösten,7,1802,IM,207
91,2003,Karrösten,8,3465,IM,207
92,2003,Karrösten,9,2013,IM,207
93,2003,Karrösten,10,1030,IM,207
94,2003,Karrösten,11,441,IM,207
95,2003,Karrösten,12,1515,IM,207
96,2003,Längenfeld,1,65674,IM,208
97,2003,Längenfeld,2,75224,IM,208
98,2003,Längenfeld,3,79705,IM,208
99,2003,Längenfeld,4,46517,IM,208
100,2003,Längenfeld,5,11232,IM,208
101,2003,Längenfeld,6,29416,IM,208
102,2003,Längenfeld,7,64479,IM,208
103,2003,Längenfeld,8,75915,IM,208
104,2003,Längenfeld,9,29726,IM,208
105,2003,Längenfeld,10,13948,IM,208
106,2003,Längenfeld,11,7316,IM,208
107,2003,Längenfeld,12,57002,IM,208
108,2003,Mieming,1,6180,IM,209
109,2003,Mieming,2,6750,IM,209
110,2003,Mieming,3,6748,IM,209
111,2003,Mieming,4,7838,IM,209
112,2003,Mieming,5,8356,IM,209
113,2003,Mieming,6,10329,IM,209
114,2003,Mieming,7,13598,IM,209
115,2003,Mieming,8,17726,IM,209
116,2003,Mieming,9,13123,IM,209
117,2003,Mieming,10,9978,IM,209
118,2003,Mieming,11,6097,IM,209
119,2003,Mieming,12,7905,IM,209
120,2003,Mils bei Imst,1,285,IM,210
121,2003,Mils bei Imst,2,372,IM,210
122,2003,Mils bei Imst,3,445,IM,210
123,2003,Mils bei Imst,4,325,IM,210
124,2003,Mils bei Imst,5,278,IM,210
125,2003,Mils bei Imst,6,308,IM,210
126,2003,Mils bei Imst,7,455,IM,210
127,2003,Mils bei Imst,8,585,IM,210
128,2003,Mils bei Imst,9,372,IM,210
129,2003,Mils bei Imst,10,407,IM,210
130,2003,Mils bei Imst,11,306,IM,210
131,2003,Mils bei Imst,12,361,IM,210
132,2003,Mötz,1,0,IM,211
133,2003,Mötz,2,0,IM,211
134,2003,Mötz,3,256,IM,211
135,2003,Mötz,4,37,IM,211
136,2003,Mötz,5,59,IM,211
137,2003,Mötz,6,19,IM,211
138,2003,Mötz,7,215,IM,211
139,2003,Mötz,8,258,IM,211
140,2003,Mötz,9,28,IM,211
141,2003,Mötz,10,54,IM,211
142,2003,Mötz,11,8,IM,211
143,2003,Mötz,12,35,IM,211
144,2003,Nassereith,1,5289,IM,212
145,2003,Nassereith,2,7044,IM,212
146,2003,Nassereith,3,4504,IM,212
147,2003,Nassereith,4,2622,IM,212
148,2003,Nassereith,5,4559,IM,212
149,2003,Nassereith,6,11501,IM,212
150,2003,Nassereith,7,18246,IM,212
151,2003,Nassereith,8,18267,IM,212
152,2003,Nassereith,9,7957,IM,212
153,2003,Nassereith,10,2996,IM,212
154,2003,Nassereith,11,254,IM,212
155,2003,Nassereith,12,3245,IM,212
156,2003,Obsteig,1,11398,IM,213
157,2003,Obsteig,2,13595,IM,213
158,2003,Obsteig,3,8435,IM,213
159,2003,Obsteig,4,3710,IM,213
160,2003,Obsteig,5,8661,IM,213
161,2003,Obsteig,6,15541,IM,213
162,2003,Obsteig,7,16259,IM,213
163,2003,Obsteig,8,23668,IM,213
164,2003,Obsteig,9,16843,IM,213
165,2003,Obsteig,10,12688,IM,213
166,2003,Obsteig,11,380,IM,213
167,2003,Obsteig,12,8471,IM,213
168,2003,Oetz,1,27776,IM,214
169,2003,Oetz,2,35568,IM,214
170,2003,Oetz,3,34873,IM,214
171,2003,Oetz,4,17176,IM,214
172,2003,Oetz,5,8300,IM,214
173,2003,Oetz,6,20119,IM,214
174,2003,Oetz,7,31522,IM,214
175,2003,Oetz,8,40591,IM,214
176,2003,Oetz,9,22177,IM,214
177,2003,Oetz,10,8077,IM,214
178,2003,Oetz,11,444,IM,214
179,2003,Oetz,12,18562,IM,214
180,2003,Rietz,1,221,IM,215
181,2003,Rietz,2,207,IM,215
182,2003,Rietz,3,197,IM,215
183,2003,Rietz,4,238,IM,215
184,2003,Rietz,5,108,IM,215
185,2003,Rietz,6,437,IM,215
186,2003,Rietz,7,476,IM,215
187,2003,Rietz,8,800,IM,215
