,year,city,month,overnight_stays,bezirk,nr
0,2006,Innsbruck,1,86516,I,101
1,2006,Innsbruck,2,94545,I,101
2,2006,Innsbruck,3,93071,I,101
3,2006,Innsbruck,4,80332,I,101
4,2006,Innsbruck,5,102607,I,101
5,2006,Innsbruck,6,104829,I,101
6,2006,Innsbruck,7,141081,I,101
7,2006,Innsbruck,8,147814,I,101
8,2006,Innsbruck,9,113067,I,101
9,2006,Innsbruck,10,86973,I,101
10,2006,Innsbruck,11,63850,I,101
11,2006,Innsbruck,12,99049,I,101
12,2006,Arzl im Pitztal,1,14019,IM,201
13,2006,Arzl im Pitztal,2,18309,IM,201
14,2006,Arzl im Pitztal,3,12319,IM,201
15,2006,Arzl im Pitztal,4,9392,IM,201
16,2006,Arzl im Pitztal,5,5053,IM,201
17,2006,Arzl im Pitztal,6,9357,IM,201
18,2006,Arzl im Pitztal,7,15547,IM,201
19,2006,Arzl im Pitztal,8,16325,IM,201
20,2006,Arzl im Pitztal,9,10903,IM,201
21,2006,Arzl im Pitztal,10,6102,IM,201
22,2006,Arzl im Pitztal,11,299,IM,201
23,2006,Arzl im Pitztal,12,8918,IM,201
24,2006,Haiming,1,8357,IM,202
25,2006,Haiming,2,10536,IM,202
26,2006,Haiming,3,8494,IM,202
27,2006,Haiming,4,5140,IM,202
28,2006,Haiming,5,3462,IM,202
29,2006,Haiming,6,6777,IM,202
30,2006,Haiming,7,12475,IM,202
31,2006,Haiming,8,20261,IM,202
32,2006,Haiming,9,6179,IM,202
33,2006,Haiming,10,2353,IM,202
34,2006,Haiming,11,808,IM,202
35,2006,Haiming,12,4183,IM,202
36,2006,Imst,1,22351,IM,203
37,2006,Imst,2,26671,IM,203
38,2006,Imst,3,18149,IM,203
39,2006,Imst,4,9426,IM,203
40,2006,Imst,5,13470,IM,203
41,2006,Imst,6,16309,IM,203
42,2006,Imst,7,24397,IM,203
43,2006,Imst,8,24737,IM,203
44,2006,Imst,9,14974,IM,203
45,2006,Imst,10,18847,IM,203
46,2006,Imst,11,3902,IM,203
47,2006,Imst,12,12581,IM,203
48,2006,Imsterberg,1,968,IM,204
49,2006,Imsterberg,2,1476,IM,204
50,2006,Imsterberg,3,553,IM,204
51,2006,Imsterberg,4,640,IM,204
52,2006,Imsterberg,5,234,IM,204
53,2006,Imsterberg,6,1005,IM,204
54,2006,Imsterberg,7,1575,IM,204
55,2006,Imsterberg,8,1756,IM,204
56,2006,Imsterberg,9,883,IM,204
57,2006,Imsterberg,10,504,IM,204
58,2006,Imsterberg,11,524,IM,204
59,2006,Imsterberg,12,526,IM,204
60,2006,Jerzens,1,32793,IM,205
61,2006,Jerzens,2,41876,IM,205
62,2006,Jerzens,3,33543,IM,205
63,2006,Jerzens,4,23166,IM,205
64,2006,Jerzens,5,2580,IM,205
65,2006,Jerzens,6,8940,IM,205
66,2006,Jerzens,7,24553,IM,205
67,2006,Jerzens,8,25558,IM,205
68,2006,Jerzens,9,13610,IM,205
69,2006,Jerzens,10,8049,IM,205
70,2006,Jerzens,11,3256,IM,205
71,2006,Jerzens,12,23801,IM,205
72,2006,Karres,1,405,IM,206
73,2006,Karres,2,469,IM,206
74,2006,Karres,3,247,IM,206
75,2006,Karres,4,104,IM,206
76,2006,Karres,5,288,IM,206
77,2006,Karres,6,463,IM,206
78,2006,Karres,7,724,IM,206
79,2006,Karres,8,760,IM,206
80,2006,Karres,9,461,IM,206
81,2006,Karres,10,20,IM,206
82,2006,Karres,11,6,IM,206
83,2006,Karres,12,218,IM,206
84,2006,Karrösten,1,2396,IM,207
85,2006,Karrösten,2,3127,IM,207
86,2006,Karrösten,3,2110,IM,207
87,2006,Karrösten,4,900,IM,207
88,2006,Karrösten,5,2072,IM,207
89,2006,Karrösten,6,2282,IM,207
90,2006,Karrösten,7,3093,IM,207
91,2006,Karrösten,8,3450,IM,207
92,2006,Karrösten,9,2867,IM,207
