,year,city,month,overnight_stays,bezirk,nr
0,2017,Innsbruck,1,118335,I,70101
1,2017,Innsbruck,2,118969,I,70101
2,2017,Innsbruck,3,113395,I,70101
3,2017,Innsbruck,4,123006,I,70101
4,2017,Innsbruck,5,128067,I,70101
5,2017,Innsbruck,6,138273,I,70101
6,2017,Innsbruck,7,190970,I,70101
7,2017,Innsbruck,8,191629,I,70101
8,2017,Innsbruck,9,148353,I,70101
9,2017,Innsbruck,10,128585,I,70101
10,2017,Innsbruck,11,100090,I,70101
11,2017,Innsbruck,12,144200,I,70101
12,2017,Arzl im Pitztal,1,10405,IM,70201
13,2017,Arzl im Pitztal,2,15973,IM,70201
14,2017,Arzl im Pitztal,3,8898,IM,70201
15,2017,Arzl im Pitztal,4,6333,IM,70201
16,2017,Arzl im Pitztal,5,4234,IM,70201
17,2017,Arzl im Pitztal,6,8634,IM,70201
18,2017,Arzl im Pitztal,7,15110,IM,70201
19,2017,Arzl im Pitztal,8,16156,IM,70201
20,2017,Arzl im Pitztal,9,7483,IM,70201
21,2017,Arzl im Pitztal,10,6875,IM,70201
22,2017,Arzl im Pitztal,11,2135,IM,70201
23,2017,Arzl im Pitztal,12,7927,IM,70201
24,2017,Haiming,1,15190,IM,70202
25,2017,Haiming,2,17899,IM,70202
26,2017,Haiming,3,14760,IM,70202
27,2017,Haiming,4,9697,IM,70202
28,2017,Haiming,5,7149,IM,70202
29,2017,Haiming,6,12110,IM,70202
30,2017,Haiming,7,20282,IM,70202
31,2017,Haiming,8,19761,IM,70202
32,2017,Haiming,9,10651,IM,70202
33,2017,Haiming,10,4724,IM,70202
34,2017,Haiming,11,1180,IM,70202
35,2017,Haiming,12,10070,IM,70202
36,2017,Imst,1,17161,IM,70203
37,2017,Imst,2,23833,IM,70203
38,2017,Imst,3,14170,IM,70203
39,2017,Imst,4,9788,IM,70203
40,2017,Imst,5,13066,IM,70203
41,2017,Imst,6,22617,IM,70203
42,2017,Imst,7,32200,IM,70203
43,2017,Imst,8,31516,IM,70203
44,2017,Imst,9,19264,IM,70203
45,2017,Imst,10,14746,IM,70203
46,2017,Imst,11,7384,IM,70203
47,2017,Imst,12,11896,IM,70203
48,2017,Imsterberg,1,879,IM,70204
49,2017,Imsterberg,2,901,IM,70204
50,2017,Imsterberg,3,866,IM,70204
51,2017,Imsterberg,4,720,IM,70204
52,2017,Imsterberg,5,565,IM,70204
53,2017,Imsterberg,6,899,IM,70204
54,2017,Imsterberg,7,1247,IM,70204
55,2017,Imsterberg,8,6207,IM,70204
56,2017,Imsterberg,9,646,IM,70204
57,2017,Imsterberg,10,608,IM,70204
58,2017,Imsterberg,11,426,IM,70204
59,2017,Imsterberg,12,495,IM,70204
60,2017,Jerzens,1,31513,IM,70205
61,2017,Jerzens,2,41707,IM,70205
62,2017,Jerzens,3,32257,IM,70205
63,2017,Jerzens,4,17216,IM,70205
64,2017,Jerzens,5,2217,IM,70205
65,2017,Jerzens,6,10417,IM,70205
66,2017,Jerzens,7,26035,IM,70205
67,2017,Jerzens,8,29100,IM,70205
68,2017,Jerzens,9,13179,IM,70205
69,2017,Jerzens,10,7311,IM,70205
70,2017,Jerzens,11,1076,IM,70205
71,2017,Jerzens,12,20514,IM,70205
72,2017,Karres,1,483,IM,70206
73,2017,Karres,2,580,IM,70206
74,2017,Karres,3,514,IM,70206
75,2017,Karres,4,122,IM,70206
76,2017,Karres,5,365,IM,70206
77,2017,Karres,6,547,IM,70206
78,2017,Karres,7,544,IM,70206
79,2017,Karres,8,833,IM,70206
80,2017,Karres,9,470,IM,70206
81,2017,Karres,10,123,IM,70206
82,2017,Karres,11,208,IM,70206
83,2017,Karres,12,361,IM,70206
84,2017,Karrösten,1,2862,IM,70207
85,2017,Karrösten,2,3940,IM,70207
86,2017,Karrösten,3,2983,IM,70207
87,2017,Karrösten,4,2404,IM,70207
88,2017,Karrösten,5,3320,IM,70207
89,2017,Karrösten,6,3920,IM,70207
90,2017,Karrösten,7,4958,IM,70207
91,2017,Karrösten,8,5107,IM,70207
92,2017,Karrösten,9,3464,IM,70207
93,2017,Karrösten,10,2558,IM,70207
94,2017,Karrösten,11,1140,IM,70207
95,2017,Karrösten,12,2503,IM,70207
96,2017,Längenfeld,1,85765,IM,70208
97,2017,Längenfeld,2,104538,IM,70208
98,2017,Längenfeld,3,89307,IM,70208
99,2017,Längenfeld,4,60801,IM,70208
100,2017,Längenfeld,5,15666,IM,70208
101,2017,Längenfeld,6,36359,IM,70208
102,2017,Längenfeld,7,84604,IM,70208
103,2017,Längenfeld,8,103317,IM,70208
104,2017,Längenfeld,9,38798,IM,70208
105,2017,Längenfeld,10,32115,IM,70208
106,2017,Längenfeld,11,21613,IM,70208
107,2017,Längenfeld,12,62863,IM,70208
108,2017,Mieming,1,10049,IM,70209
109,2017,Mieming,2,13138,IM,70209
110,2017,Mieming,3,9784,IM,70209
111,2017,Mieming,4,12209,IM,70209
112,2017,Mieming,5,10547,IM,70209
113,2017,Mieming,6,13284,IM,70209
114,2017,Mieming,7,17498,IM,70209
115,2017,Mieming,8,19954,IM,70209
116,2017,Mieming,9,15746,IM,70209
117,2017,Mieming,10,14291,IM,70209
118,2017,Mieming,11,8450,IM,70209
119,2017,Mieming,12,10374,IM,70209
120,2017,Mils bei Imst,1,432,IM,70210
121,2017,Mils bei Imst,2,557,IM,70210
122,2017,Mils bei Imst,3,497,IM,70210
123,2017,Mils bei Imst,4,314,IM,70210
124,2017,Mils bei Imst,5,335,IM,70210
125,2017,Mils bei Imst,6,336,IM,70210
126,2017,Mils bei Imst,7,490,IM,70210
127,2017,Mils bei Imst,8,382,IM,70210
128,2017,Mils bei Imst,9,313,IM,70210
129,2017,Mils bei Imst,10,325,IM,70210
130,2017,Mils bei Imst,11,300,IM,70210
131,2017,Mils bei Imst,12,406,IM,70210
132,2017,Mötz,1,86,IM,70211
133,2017,Mötz,2,186,IM,70211
134,2017,Mötz,3,47,IM,70211
135,2017,Mötz,4,20,IM,70211
136,2017,Mötz,5,45,IM,70211
137,2017,Mötz,6,46,IM,70211
138,2017,Mötz,7,96,IM,70211
