,year,city,month,overnight_stays,bezirk,nr
0,2011,Innsbruck,1,104864,I,70101
1,2011,Innsbruck,2,102400,I,70101
2,2011,Innsbruck,3,96525,I,70101
3,2011,Innsbruck,4,90692,I,70101
4,2011,Innsbruck,5,108449,I,70101
5,2011,Innsbruck,6,115199,I,70101
6,2011,Innsbruck,7,158032,I,70101
7,2011,Innsbruck,8,154874,I,70101
8,2011,Innsbruck,9,119339,I,70101
9,2011,Innsbruck,10,97814,I,70101
10,2011,Innsbruck,11,79311,I,70101
11,2011,Innsbruck,12,113447,I,70101
12,2011,Arzl im Pitztal,1,14775,IM,70201
13,2011,Arzl im Pitztal,2,16161,IM,70201
14,2011,Arzl im Pitztal,3,13446,IM,70201
15,2011,Arzl im Pitztal,4,6292,IM,70201
16,2011,Arzl im Pitztal,5,3693,IM,70201
17,2011,Arzl im Pitztal,6,10656,IM,70201
18,2011,Arzl im Pitztal,7,17591,IM,70201
19,2011,Arzl im Pitztal,8,16517,IM,70201
20,2011,Arzl im Pitztal,9,8467,IM,70201
21,2011,Arzl im Pitztal,10,7306,IM,70201
22,2011,Arzl im Pitztal,11,846,IM,70201
23,2011,Arzl im Pitztal,12,6834,IM,70201
24,2011,Haiming,1,8472,IM,70202
25,2011,Haiming,2,9257,IM,70202
26,2011,Haiming,3,9264,IM,70202
27,2011,Haiming,4,3757,IM,70202
28,2011,Haiming,5,1923,IM,70202
29,2011,Haiming,6,7043,IM,70202
30,2011,Haiming,7,11335,IM,70202
31,2011,Haiming,8,11820,IM,70202
32,2011,Haiming,9,5064,IM,70202
33,2011,Haiming,10,2382,IM,70202
34,2011,Haiming,11,715,IM,70202
35,2011,Haiming,12,5803,IM,70202
36,2011,Imst,1,21036,IM,70203
37,2011,Imst,2,23564,IM,70203
38,2011,Imst,3,15342,IM,70203
39,2011,Imst,4,10158,IM,70203
40,2011,Imst,5,10879,IM,70203
41,2011,Imst,6,23642,IM,70203
42,2011,Imst,7,32287,IM,70203
43,2011,Imst,8,35275,IM,70203
44,2011,Imst,9,21316,IM,70203
45,2011,Imst,10,14888,IM,70203
46,2011,Imst,11,5252,IM,70203
47,2011,Imst,12,13096,IM,70203
48,2011,Imsterberg,1,827,IM,70204
49,2011,Imsterberg,2,581,IM,70204
50,2011,Imsterberg,3,558,IM,70204
51,2011,Imsterberg,4,425,IM,70204
52,2011,Imsterberg,5,465,IM,70204
53,2011,Imsterberg,6,826,IM,70204
54,2011,Imsterberg,7,1291,IM,70204
55,2011,Imsterberg,8,1618,IM,70204
56,2011,Imsterberg,9,472,IM,70204
57,2011,Imsterberg,10,385,IM,70204
58,2011,Imsterberg,11,295,IM,70204
59,2011,Imsterberg,12,661,IM,70204
60,2011,Jerzens,1,35171,IM,70205
61,2011,Jerzens,2,40464,IM,70205
62,2011,Jerzens,3,35371,IM,70205
63,2011,Jerzens,4,12697,IM,70205
64,2011,Jerzens,5,857,IM,70205
65,2011,Jerzens,6,10531,IM,70205
66,2011,Jerzens,7,23985,IM,70205
67,2011,Jerzens,8,27436,IM,70205
68,2011,Jerzens,9,13132,IM,70205
69,2011,Jerzens,10,8066,IM,70205
70,2011,Jerzens,11,1590,IM,70205
