,year,city,month,overnight_stays,bezirk,nr
0,2002,Innsbruck,1,84240,I,101
1,2002,Innsbruck,2,94214,I,101
2,2002,Innsbruck,3,94091,I,101
3,2002,Innsbruck,4,69891,I,101
4,2002,Innsbruck,5,87927,I,101
5,2002,Innsbruck,6,98460,I,101
6,2002,Innsbruck,7,141433,I,101
7,2002,Innsbruck,8,142411,I,101
8,2002,Innsbruck,9,100983,I,101
9,2002,Innsbruck,10,81846,I,101
10,2002,Innsbruck,11,60093,I,101
11,2002,Innsbruck,12,90520,I,101
12,2002,Arzl im Pitztal,1,14339,IM,201
13,2002,Arzl im Pitztal,2,21446,IM,201
14,2002,Arzl im Pitztal,3,16795,IM,201
15,2002,Arzl im Pitztal,4,4573,IM,201
16,2002,Arzl im Pitztal,5,7588,IM,201
17,2002,Arzl im Pitztal,6,9362,IM,201
18,2002,Arzl im Pitztal,7,17009,IM,201
19,2002,Arzl im Pitztal,8,17122,IM,201
20,2002,Arzl im Pitztal,9,12369,IM,201
21,2002,Arzl im Pitztal,10,6195,IM,201
22,2002,Arzl im Pitztal,11,1383,IM,201
23,2002,Arzl im Pitztal,12,10100,IM,201
24,2002,Haiming,1,8223,IM,202
25,2002,Haiming,2,13041,IM,202
26,2002,Haiming,3,9767,IM,202
27,2002,Haiming,4,3401,IM,202
28,2002,Haiming,5,6250,IM,202
29,2002,Haiming,6,7501,IM,202
30,2002,Haiming,7,16222,IM,202
31,2002,Haiming,8,15142,IM,202
32,2002,Haiming,9,6358,IM,202
33,2002,Haiming,10,2628,IM,202
34,2002,Haiming,11,526,IM,202
35,2002,Haiming,12,5279,IM,202
36,2002,Imst,1,17502,IM,203
37,2002,Imst,2,20322,IM,203
38,2002,Imst,3,13419,IM,203
39,2002,Imst,4,6817,IM,203
40,2002,Imst,5,14506,IM,203
41,2002,Imst,6,17248,IM,203
42,2002,Imst,7,30315,IM,203
43,2002,Imst,8,28649,IM,203
44,2002,Imst,9,16085,IM,203
45,2002,Imst,10,18746,IM,203
46,2002,Imst,11,4591,IM,203
47,2002,Imst,12,16298,IM,203
48,2002,Imsterberg,1,469,IM,204
49,2002,Imsterberg,2,1740,IM,204
50,2002,Imsterberg,3,532,IM,204
51,2002,Imsterberg,4,522,IM,204
52,2002,Imsterberg,5,734,IM,204
53,2002,Imsterberg,6,1095,IM,204
54,2002,Imsterberg,7,1897,IM,204
55,2002,Imsterberg,8,2047,IM,204
56,2002,Imsterberg,9,977,IM,204
57,2002,Imsterberg,10,373,IM,204
58,2002,Imsterberg,11,387,IM,204
59,2002,Imsterberg,12,980,IM,204
60,2002,Jerzens,1,32942,IM,205
61,2002,Jerzens,2,42260,IM,205
62,2002,Jerzens,3,40707,IM,205
63,2002,Jerzens,4,11718,IM,205
64,2002,Jerzens,5,2441,IM,205
65,2002,Jerzens,6,5049,IM,205
66,2002,Jerzens,7,18007,IM,205
67,2002,Jerzens,8,19504,IM,205
68,2002,Jerzens,9,10931,IM,205
69,2002,Jerzens,10,5905,IM,205
70,2002,Jerzens,11,2367,IM,205
71,2002,Jerzens,12,24545,IM,205
72,2002,Karres,1,193,IM,206
73,2002,Karres,2,212,IM,206
74,2002,Karres,3,61,IM,206
75,2002,Karres,4,340,IM,206
76,2002,Karres,5,168,IM,206
77,2002,Karres,6,273,IM,206
