year,city,month,overnight_stays,bezirk,nr
2000,Innsbruck,1,75874,I,101
2000,Innsbruck,2,86463,I,101
2000,Innsbruck,3,85461,I,101
2000,Innsbruck,4,78124,I,101
2000,Innsbruck,5,99989,I,101
2000,Innsbruck,6,124918,I,101
2000,Innsbruck,7,143894,I,101
2000,Innsbruck,8,152698,I,101
2000,Innsbruck,9,123338,I,101
2000,Innsbruck,10,85619,I,101
2000,Innsbruck,11,49708,I,101
2000,Innsbruck,12,90860,I,101
2000,Arzl im Pitztal,1,14613,IM,201
2000,Arzl im Pitztal,2,15512,IM,201
2000,Arzl im Pitztal,3,16765,IM,201
2000,Arzl im Pitztal,4,8471,IM,201
2000,Arzl im Pitztal,5,5148,IM,201
2000,Arzl im Pitztal,6,15103,IM,201
2000,Arzl im Pitztal,7,18431,IM,201
2000,Arzl im Pitztal,8,19613,IM,201
2000,Arzl im Pitztal,9,11839,IM,201
2000,Arzl im Pitztal,10,5702,IM,201
2000,Arzl im Pitztal,11,1484,IM,201
2000,Arzl im Pitztal,12,8903,IM,201
2000,Haiming,1,6666,IM,202
2000,Haiming,2,8139,IM,202
2000,Haiming,3,7772,IM,202
2000,Haiming,4,3994,IM,202
2000,Haiming,5,3731,IM,202
2000,Haiming,6,6937,IM,202
2000,Haiming,7,15394,IM,202
2000,Haiming,8,12829,IM,202
2000,Haiming,9,6239,IM,202
2000,Haiming,10,2188,IM,202
2000,Haiming,11,523,IM,202
2000,Haiming,12,5295,IM,202
2000,Imst,1,17073,IM,203
2000,Imst,2,19034,IM,203
2000,Imst,3,11945,IM,203
2000,Imst,4,7668,IM,203
2000,Imst,5,11477,IM,203
2000,Imst,6,17377,IM,203
2000,Imst,7,30537,IM,203
2000,Imst,8,27504,IM,203
2000,Imst,9,15846,IM,203
2000,Imst,10,9423,IM,203
2000,Imst,11,4630,IM,203
2000,Imst,12,13260,IM,203
2000,Imsterberg,1,695,IM,204
2000,Imsterberg,2,532,IM,204
2000,Imsterberg,3,1117,IM,204
2000,Imsterberg,4,784,IM,204
2000,Imsterberg,5,427,IM,204
2000,Imsterberg,6,1029,IM,204
2000,Imsterberg,7,1938,IM,204
2000,Imsterberg,8,1888,IM,204
2000,Imsterberg,9,626,IM,204
2000,Imsterberg,10,602,IM,204
2000,Imsterberg,11,333,IM,204
2000,Imsterberg,12,2397,IM,204
2000,Jerzens,1,34727,IM,205
2000,Jerzens,2,30189,IM,205
2000,Jerzens,3,34850,IM,205
2000,Jerzens,4,17927,IM,205
2000,Jerzens,5,1525,IM,205
2000,Jerzens,6,8990,IM,205
2000,Jerzens,7,18370,IM,205
2000,Jerzens,8,22069,IM,205
2000,Jerzens,9,11855,IM,205
2000,Jerzens,10,3294,IM,205
2000,Jerzens,11,2033,IM,205
2000,Jerzens,12,20938,IM,205
2000,Karres,1,302,IM,206
2000,Karres,2,186,IM,206
2000,Karres,3,72,IM,206
2000,Karres,4,55,IM,206
2000,Karres,5,172,IM,206
2000,Karres,6,386,IM,206
2000,Karres,7,617,IM,206
2000,Karres,8,883,IM,206
2000,Karres,9,300,IM,206
2000,Karres,10,88,IM,206
2000,Karres,11,0,IM,206
2000,Karres,12,303,IM,206
2000,Karrösten,1,2585,IM,207
2000,Karrösten,2,1180,IM,207
2000,Karrösten,3,1216,IM,207
2000,Karrösten,4,1116,IM,207
2000,Karrösten,5,1640,IM,207
2000,Karrösten,6,1565,IM,207
2000,Karrösten,7,2149,IM,207
2000,Karrösten,8,2660,IM,207
2000,Karrösten,9,2488,IM,207
2000,Karrösten,10,873,IM,207
2000,Karrösten,11,823,IM,207
2000,Karrösten,12,1777,IM,207
2000,Längenfeld,1,57043,IM,208
2000,Längenfeld,2,58920,IM,208
2000,Längenfeld,3,63331,IM,208
2000,Längenfeld,4,34904,IM,208
2000,Längenfeld,5,8074,IM,208
2000,Längenfeld,6,24850,IM,208
2000,Längenfeld,7,62355,IM,208
2000,Längenfeld,8,61791,IM,208
2000,Längenfeld,9,26690,IM,208
2000,Längenfeld,10,9130,IM,208
2000,Längenfeld,11,4945,IM,208
2000,Längenfeld,12,50279,IM,208
2000,Mieming,1,9334,IM,209
2000,Mieming,2,7381,IM,209
2000,Mieming,3,6978,IM,209
2000,Mieming,4,8057,IM,209
2000,Mieming,5,9009,IM,209
2000,Mieming,6,12889,IM,209
2000,Mieming,7,18118,IM,209
2000,Mieming,8,20376,IM,209
2000,Mieming,9,14210,IM,209
2000,Mieming,10,10875,IM,209
2000,Mieming,11,5084,IM,209
2000,Mieming,12,8819,IM,209
2000,Mils bei Imst,1,18,IM,210
2000,Mils bei Imst,2,15,IM,210
2000,Mils bei Imst,3,40,IM,210
2000,Mils bei Imst,4,22,IM,210
2000,Mils bei Imst,5,44,IM,210
2000,Mils bei Imst,6,49,IM,210
2000,Mils bei Imst,7,85,IM,210
2000,Mils bei Imst,8,261,IM,210
2000,Mils bei Imst,9,187,IM,210
2000,Mils bei Imst,10,14,IM,210
2000,Mils bei Imst,11,9,IM,210
2000,Mils bei Imst,12,73,IM,210
2000,Mötz,1,241,IM,211
2000,Mötz,2,28,IM,211
2000,Mötz,3,101,IM,211
2000,Mötz,4,12,IM,211
2000,Mötz,5,80,IM,211
2000,Mötz,6,192,IM,211
2000,Mötz,7,449,IM,211
2000,Mötz,8,938,IM,211
2000,Mötz,9,676,IM,211
2000,Mötz,10,11,IM,211
2000,Mötz,11,193,IM,211
2000,Mötz,12,173,IM,211
2000,Nassereith,1,7384,IM,212
2000,Nassereith,2,10238,IM,212
2000,Nassereith,3,2774,IM,212
2000,Nassereith,4,2901,IM,212
2000,Nassereith,5,5259,IM,212
2000,Nassereith,6,11914,IM,212
2000,Nassereith,7,16811,IM,212
2000,Nassereith,8,17462,IM,212
2000,Nassereith,9,10819,IM,212
2000,Nassereith,10,3575,IM,212
2000,Nassereith,11,257,IM,212
2000,Nassereith,12,4629,IM,212
2000,Obsteig,1,12950,IM,213
2000,Obsteig,2,14264,IM,213
2000,Obsteig,3,7961,IM,213
2000,Obsteig,4,6447,IM,213
2000,Obsteig,5,12024,IM,213
2000,Obsteig,6,17053,IM,213
2000,Obsteig,7,21940,IM,213
2000,Obsteig,8,23683,IM,213
2000,Obsteig,9,21163,IM,213
2000,Obsteig,10,15029,IM,213
2000,Obsteig,11,2266,IM,213
2000,Obsteig,12,10554,IM,213
2000,Oetz,1,26839,IM,214
2000,Oetz,2,29438,IM,214
2000,Oetz,3,31882,IM,214
2000,Oetz,4,16472,IM,214
2000,Oetz,5,6223,IM,214
2000,Oetz,6,22230,IM,214
2000,Oetz,7,36745,IM,214
2000,Oetz,8,38144,IM,214
2000,Oetz,9,21267,IM,214
2000,Oetz,10,6273,IM,214
2000,Oetz,11,1139,IM,214
2000,Oetz,12,20305,IM,214
2000,Rietz,1,339,IM,215
2000,Rietz,2,276,IM,215
2000,Rietz,3,330,IM,215
2000,Rietz,4,200,IM,215
2000,Rietz,5,275,IM,215
2000,Rietz,6,287,IM,215
2000,Rietz,7,660,IM,215
2000,Rietz,8,887,IM,215
2000,Rietz,9,326,IM,215
2000,Rietz,10,373,IM,215
2000,Rietz,11,82,IM,215
2000,Rietz,12,370,IM,215
2000,Roppen,1,1587,IM,216
2000,Roppen,2,2642,IM,216
2000,Roppen,3,1677,IM,216
2000,Roppen,4,657,IM,216
2000,Roppen,5,931,IM,216
2000,Roppen,6,2043,IM,216
2000,Roppen,7,2721,IM,216
2000,Roppen,8,3123,IM,216
2000,Roppen,9,1426,IM,216
2000,Roppen,10,689,IM,216
2000,Roppen,11,28,IM,216
2000,Roppen,12,1528,IM,216
2000,St.Leonhard/Pitztal,1,56446,IM,217
2000,St.Leonhard/Pitztal,2,58237,IM,217
2000,St.Leonhard/Pitztal,3,67865,IM,217
2000,St.Leonhard/Pitztal,4,68868,IM,217
2000,St.Leonhard/Pitztal,5,13463,IM,217
2000,St.Leonhard/Pitztal,6,9439,IM,217
2000,St.Leonhard/Pitztal,7,36999,IM,217
2000,St.Leonhard/Pitztal,8,48208,IM,217
2000,St.Leonhard/Pitztal,9,22067,IM,217
2000,St.Leonhard/Pitztal,10,34660,IM,217
2000,St.Leonhard/Pitztal,11,39510,IM,217
2000,St.Leonhard/Pitztal,12,52343,IM,217
2000,Sautens,1,7305,IM,218
2000,Sautens,2,6961,IM,218
2000,Sautens,3,7778,IM,218
2000,Sautens,4,3249,IM,218
2000,Sautens,5,4166,IM,218
2000,Sautens,6,7681,IM,218
2000,Sautens,7,12162,IM,218
2000,Sautens,8,15597,IM,218
2000,Sautens,9,9711,IM,218
2000,Sautens,10,1479,IM,218
2000,Sautens,11,238,IM,218
2000,Sautens,12,6431,IM,218
2000,Silz,1,29481,IM,219
2000,Silz,2,28956,IM,219
2000,Silz,3,31995,IM,219
2000,Silz,4,20819,IM,219
2000,Silz,5,351,IM,219
2000,Silz,6,396,IM,219
2000,Silz,7,15809,IM,219
2000,Silz,8,16536,IM,219
2000,Silz,9,2450,IM,219
2000,Silz,10,208,IM,219
2000,Silz,11,65,IM,219
2000,Silz,12,18176,IM,219
2000,Sölden,1,350274,IM,220
2000,Sölden,2,363411,IM,220
2000,Sölden,3,375762,IM,220
2000,Sölden,4,250624,IM,220
2000,Sölden,5,5735,IM,220
2000,Sölden,6,21874,IM,220
2000,Sölden,7,115303,IM,220
2000,Sölden,8,141741,IM,220
2000,Sölden,9,49445,IM,220
2000,Sölden,10,66968,IM,220
2000,Sölden,11,114140,IM,220
2000,Sölden,12,260133,IM,220
2000,Stams,1,0,IM,221
2000,Stams,2,641,IM,221
2000,Stams,3,300,IM,221
2000,Stams,4,242,IM,221
2000,Stams,5,604,IM,221
2000,Stams,6,1651,IM,221
2000,Stams,7,2878,IM,221
2000,Stams,8,3399,IM,221
2000,Stams,9,767,IM,221
2000,Stams,10,746,IM,221
2000,Stams,11,0,IM,221
2000,Stams,12,0,IM,221
2000,Tarrenz,1,5043,IM,222
2000,Tarrenz,2,3411,IM,222
2000,Tarrenz,3,3422,IM,222
2000,Tarrenz,4,1456,IM,222
2000,Tarrenz,5,2197,IM,222
2000,Tarrenz,6,3740,IM,222
2000,Tarrenz,7,7138,IM,222
2000,Tarrenz,8,7469,IM,222
2000,Tarrenz,9,4830,IM,222
2000,Tarrenz,10,1814,IM,222
2000,Tarrenz,11,108,IM,222
2000,Tarrenz,12,3823,IM,222
2000,Umhausen,1,15873,IM,223
2000,Umhausen,2,22534,IM,223
2000,Umhausen,3,18204,IM,223
2000,Umhausen,4,6379,IM,223
2000,Umhausen,5,1859,IM,223
2000,Umhausen,6,11272,IM,223
2000,Umhausen,7,23211,IM,223
2000,Umhausen,8,26246,IM,223
2000,Umhausen,9,14847,IM,223
2000,Umhausen,10,4295,IM,223
2000,Umhausen,11,1317,IM,223
2000,Umhausen,12,13872,IM,223
2000,Wenns,1,12053,IM,224
2000,Wenns,2,13929,IM,224
2000,Wenns,3,13834,IM,224
2000,Wenns,4,9109,IM,224
2000,Wenns,5,1618,IM,224
2000,Wenns,6,8129,IM,224
2000,Wenns,7,15338,IM,224
2000,Wenns,8,15909,IM,224
2000,Wenns,9,11698,IM,224
2000,Wenns,10,6867,IM,224
2000,Wenns,11,951,IM,224
2000,Wenns,12,7820,IM,224
2000,Absam,1,1070,IL,301
2000,Absam,2,2381,IL,301
2000,Absam,3,1218,IL,301
2000,Absam,4,2200,IL,301
2000,Absam,5,1398,IL,301
2000,Absam,6,1413,IL,301
2000,Absam,7,2890,IL,301
2000,Absam,8,2581,IL,301
2000,Absam,9,1677,IL,301
2000,Absam,10,1703,IL,301
2000,Absam,11,1741,IL,301
2000,Absam,12,1704,IL,301
2000,Aldrans,1,2776,IL,302
2000,Aldrans,2,3413,IL,302
2000,Aldrans,3,1756,IL,302
2000,Aldrans,4,629,IL,302
2000,Aldrans,5,1218,IL,302
2000,Aldrans,6,2045,IL,302
2000,Aldrans,7,2914,IL,302
2000,Aldrans,8,3660,IL,302
2000,Aldrans,9,3569,IL,302
2000,Aldrans,10,1561,IL,302
2000,Aldrans,11,412,IL,302
2000,Aldrans,12,2049,IL,302
2000,Ampass,1,238,IL,303
2000,Ampass,2,515,IL,303
2000,Ampass,3,563,IL,303
2000,Ampass,4,516,IL,303
2000,Ampass,5,909,IL,303
2000,Ampass,6,1458,IL,303
2000,Ampass,7,1734,IL,303
2000,Ampass,8,2038,IL,303
2000,Ampass,9,1190,IL,303
2000,Ampass,10,844,IL,303
2000,Ampass,11,147,IL,303
2000,Ampass,12,678,IL,303
2000,Axams,1,15894,IL,304
2000,Axams,2,17185,IL,304
2000,Axams,3,13605,IL,304
2000,Axams,4,5129,IL,304
2000,Axams,5,1595,IL,304
2000,Axams,6,5789,IL,304
2000,Axams,7,9031,IL,304
2000,Axams,8,12551,IL,304
2000,Axams,9,5442,IL,304
2000,Axams,10,2918,IL,304
2000,Axams,11,1156,IL,304
2000,Axams,12,11238,IL,304
2000,Baumkirchen,1,44,IL,305
2000,Baumkirchen,2,64,IL,305
2000,Baumkirchen,3,98,IL,305
2000,Baumkirchen,4,160,IL,305
2000,Baumkirchen,5,15,IL,305
2000,Baumkirchen,6,404,IL,305
2000,Baumkirchen,7,234,IL,305
2000,Baumkirchen,8,233,IL,305
2000,Baumkirchen,9,744,IL,305
2000,Baumkirchen,10,26,IL,305
2000,Baumkirchen,11,12,IL,305
2000,Baumkirchen,12,81,IL,305
2000,Birgitz,1,3684,IL,306
2000,Birgitz,2,3905,IL,306
2000,Birgitz,3,2988,IL,306
2000,Birgitz,4,1189,IL,306
2000,Birgitz,5,1390,IL,306
2000,Birgitz,6,2477,IL,306
2000,Birgitz,7,2743,IL,306
2000,Birgitz,8,3615,IL,306
2000,Birgitz,9,2948,IL,306
2000,Birgitz,10,404,IL,306
2000,Birgitz,11,121,IL,306
2000,Birgitz,12,2318,IL,306
2000,Ellbögen,1,896,IL,307
2000,Ellbögen,2,876,IL,307
2000,Ellbögen,3,582,IL,307
2000,Ellbögen,4,294,IL,307
2000,Ellbögen,5,159,IL,307
2000,Ellbögen,6,500,IL,307
2000,Ellbögen,7,1225,IL,307
2000,Ellbögen,8,1758,IL,307
2000,Ellbögen,9,726,IL,307
2000,Ellbögen,10,509,IL,307
2000,Ellbögen,11,82,IL,307
2000,Ellbögen,12,829,IL,307
2000,Flaurling,1,116,IL,308
2000,Flaurling,2,138,IL,308
2000,Flaurling,3,222,IL,308
2000,Flaurling,4,305,IL,308
2000,Flaurling,5,117,IL,308
2000,Flaurling,6,309,IL,308
2000,Flaurling,7,437,IL,308
2000,Flaurling,8,437,IL,308
2000,Flaurling,9,211,IL,308
2000,Flaurling,10,115,IL,308
2000,Flaurling,11,0,IL,308
2000,Flaurling,12,478,IL,308
2000,Fritzens,1,75,IL,309
2000,Fritzens,2,148,IL,309
2000,Fritzens,3,275,IL,309
2000,Fritzens,4,322,IL,309
2000,Fritzens,5,404,IL,309
2000,Fritzens,6,560,IL,309
2000,Fritzens,7,608,IL,309
2000,Fritzens,8,616,IL,309
2000,Fritzens,9,355,IL,309
2000,Fritzens,10,191,IL,309
2000,Fritzens,11,249,IL,309
2000,Fritzens,12,142,IL,309
2000,Fulpmes,1,38980,IL,310
2000,Fulpmes,2,48735,IL,310
2000,Fulpmes,3,39574,IL,310
2000,Fulpmes,4,27315,IL,310
2000,Fulpmes,5,5862,IL,310
2000,Fulpmes,6,14532,IL,310
2000,Fulpmes,7,33243,IL,310
2000,Fulpmes,8,37489,IL,310
2000,Fulpmes,9,22212,IL,310
2000,Fulpmes,10,10723,IL,310
2000,Fulpmes,11,11771,IL,310
2000,Fulpmes,12,27998,IL,310
2000,Gnadenwald,1,751,IL,311
2000,Gnadenwald,2,449,IL,311
2000,Gnadenwald,3,424,IL,311
2000,Gnadenwald,4,361,IL,311
2000,Gnadenwald,5,465,IL,311
2000,Gnadenwald,6,1004,IL,311
2000,Gnadenwald,7,2223,IL,311
2000,Gnadenwald,8,1706,IL,311
2000,Gnadenwald,9,1283,IL,311
2000,Gnadenwald,10,989,IL,311
2000,Gnadenwald,11,286,IL,311
2000,Gnadenwald,12,719,IL,311
2000,Götzens,1,6142,IL,312
2000,Götzens,2,8756,IL,312
2000,Götzens,3,6319,IL,312
2000,Götzens,4,2444,IL,312
2000,Götzens,5,2628,IL,312
2000,Götzens,6,6518,IL,312
2000,Götzens,7,7400,IL,312
2000,Götzens,8,8537,IL,312
2000,Götzens,9,7842,IL,312
2000,Götzens,10,2053,IL,312
2000,Götzens,11,207,IL,312
2000,Götzens,12,5779,IL,312
2000,Gries am Brenner,1,2717,IL,313
2000,Gries am Brenner,2,3283,IL,313
2000,Gries am Brenner,3,2929,IL,313
2000,Gries am Brenner,4,1656,IL,313
2000,Gries am Brenner,5,1269,IL,313
2000,Gries am Brenner,6,2367,IL,313
2000,Gries am Brenner,7,5104,IL,313
2000,Gries am Brenner,8,4748,IL,313
2000,Gries am Brenner,9,2164,IL,313
2000,Gries am Brenner,10,767,IL,313
2000,Gries am Brenner,11,124,IL,313
2000,Gries am Brenner,12,4091,IL,313
2000,Gries im Sellrain,1,4498,IL,314
2000,Gries im Sellrain,2,5155,IL,314
2000,Gries im Sellrain,3,6638,IL,314
2000,Gries im Sellrain,4,4135,IL,314
2000,Gries im Sellrain,5,252,IL,314
2000,Gries im Sellrain,6,2639,IL,314
2000,Gries im Sellrain,7,6274,IL,314
2000,Gries im Sellrain,8,6912,IL,314
2000,Gries im Sellrain,9,4589,IL,314
2000,Gries im Sellrain,10,1342,IL,314
2000,Gries im Sellrain,11,250,IL,314
2000,Gries im Sellrain,12,4754,IL,314
2000,Grinzens,1,72,IL,315
2000,Grinzens,2,70,IL,315
2000,Grinzens,3,123,IL,315
2000,Grinzens,4,34,IL,315
2000,Grinzens,5,6,IL,315
2000,Grinzens,6,40,IL,315
2000,Grinzens,7,162,IL,315
2000,Grinzens,8,244,IL,315
2000,Grinzens,9,39,IL,315
2000,Grinzens,10,40,IL,315
2000,Grinzens,11,32,IL,315
2000,Grinzens,12,78,IL,315
2000,Gschnitz,1,4121,IL,317
2000,Gschnitz,2,4919,IL,317
2000,Gschnitz,3,3102,IL,317
2000,Gschnitz,4,798,IL,317
2000,Gschnitz,5,1543,IL,317
2000,Gschnitz,6,2941,IL,317
2000,Gschnitz,7,5613,IL,317
2000,Gschnitz,8,5960,IL,317
2000,Gschnitz,9,3851,IL,317
2000,Gschnitz,10,2002,IL,317
2000,Gschnitz,11,29,IL,317
2000,Gschnitz,12,2834,IL,317
2000,Hatting,1,524,IL,318
2000,Hatting,2,0,IL,318
2000,Hatting,3,416,IL,318
2000,Hatting,4,0,IL,318
2000,Hatting,5,250,IL,318
2000,Hatting,6,271,IL,318
2000,Hatting,7,253,IL,318
2000,Hatting,8,830,IL,318
2000,Hatting,9,144,IL,318
2000,Hatting,10,725,IL,318
2000,Hatting,11,0,IL,318
2000,Hatting,12,330,IL,318
2000,Inzing,1,985,IL,319
2000,Inzing,2,859,IL,319
2000,Inzing,3,608,IL,319
2000,Inzing,4,133,IL,319
2000,Inzing,5,713,IL,319
2000,Inzing,6,855,IL,319
2000,Inzing,7,1204,IL,319
2000,Inzing,8,2529,IL,319
2000,Inzing,9,1423,IL,319
2000,Inzing,10,1399,IL,319
2000,Inzing,11,1414,IL,319
2000,Inzing,12,1836,IL,319
2000,Kematen in Tirol,1,1240,IL,320
2000,Kematen in Tirol,2,1506,IL,320
2000,Kematen in Tirol,3,789,IL,320
2000,Kematen in Tirol,4,851,IL,320
2000,Kematen in Tirol,5,1171,IL,320
2000,Kematen in Tirol,6,1645,IL,320
2000,Kematen in Tirol,7,1996,IL,320
2000,Kematen in Tirol,8,1408,IL,320
2000,Kematen in Tirol,9,1590,IL,320
2000,Kematen in Tirol,10,906,IL,320
2000,Kematen in Tirol,11,613,IL,320
2000,Kematen in Tirol,12,1170,IL,320
2000,Kolsass,1,547,IL,322
2000,Kolsass,2,538,IL,322
2000,Kolsass,3,14,IL,322
2000,Kolsass,4,570,IL,322
2000,Kolsass,5,349,IL,322
2000,Kolsass,6,962,IL,322
2000,Kolsass,7,620,IL,322
2000,Kolsass,8,1250,IL,322
2000,Kolsass,9,619,IL,322
2000,Kolsass,10,715,IL,322
2000,Kolsass,11,391,IL,322
2000,Kolsass,12,895,IL,322
2000,Kolsassberg,1,2522,IL,323
2000,Kolsassberg,2,1867,IL,323
2000,Kolsassberg,3,829,IL,323
2000,Kolsassberg,4,816,IL,323
2000,Kolsassberg,5,231,IL,323
2000,Kolsassberg,6,3174,IL,323
2000,Kolsassberg,7,1713,IL,323
2000,Kolsassberg,8,3593,IL,323
2000,Kolsassberg,9,1909,IL,323
2000,Kolsassberg,10,329,IL,323
2000,Kolsassberg,11,799,IL,323
2000,Kolsassberg,12,537,IL,323
2000,Lans,1,2723,IL,325
2000,Lans,2,3262,IL,325
2000,Lans,3,2460,IL,325
2000,Lans,4,2738,IL,325
2000,Lans,5,2627,IL,325
2000,Lans,6,2938,IL,325
2000,Lans,7,3764,IL,325
2000,Lans,8,2552,IL,325
2000,Lans,9,2493,IL,325
2000,Lans,10,2844,IL,325
2000,Lans,11,4009,IL,325
2000,Lans,12,4585,IL,325
2000,Leutasch,1,105929,IL,326
2000,Leutasch,2,115559,IL,326
2000,Leutasch,3,63778,IL,326
2000,Leutasch,4,3422,IL,326
2000,Leutasch,5,9508,IL,326
2000,Leutasch,6,36862,IL,326
2000,Leutasch,7,61303,IL,326
2000,Leutasch,8,73812,IL,326
2000,Leutasch,9,49851,IL,326
2000,Leutasch,10,22063,IL,326
2000,Leutasch,11,1361,IL,326
2000,Leutasch,12,43522,IL,326
2000,Matrei am Brenner,1,1105,IL,327
2000,Matrei am Brenner,2,1440,IL,327
2000,Matrei am Brenner,3,1580,IL,327
2000,Matrei am Brenner,4,1555,IL,327
2000,Matrei am Brenner,5,2822,IL,327
2000,Matrei am Brenner,6,3528,IL,327
2000,Matrei am Brenner,7,4815,IL,327
2000,Matrei am Brenner,8,3946,IL,327
2000,Matrei am Brenner,9,4559,IL,327
2000,Matrei am Brenner,10,1727,IL,327
2000,Matrei am Brenner,11,469,IL,327
2000,Matrei am Brenner,12,2271,IL,327
2000,Mieders,1,7607,IL,328
2000,Mieders,2,9294,IL,328
2000,Mieders,3,7774,IL,328
2000,Mieders,4,6444,IL,328
2000,Mieders,5,1134,IL,328
2000,Mieders,6,4504,IL,328
2000,Mieders,7,7186,IL,328
2000,Mieders,8,8064,IL,328
2000,Mieders,9,5444,IL,328
2000,Mieders,10,2851,IL,328
2000,Mieders,11,2692,IL,328
2000,Mieders,12,7175,IL,328
2000,Mils,1,3036,IL,329
2000,Mils,2,3016,IL,329
2000,Mils,3,3463,IL,329
2000,Mils,4,2583,IL,329
2000,Mils,5,3314,IL,329
2000,Mils,6,3369,IL,329
2000,Mils,7,3561,IL,329
2000,Mils,8,3624,IL,329
2000,Mils,9,4464,IL,329
2000,Mils,10,4553,IL,329
2000,Mils,11,3994,IL,329
2000,Mils,12,1642,IL,329
2000,Mühlbachl,1,2576,IL,330
2000,Mühlbachl,2,1962,IL,330
2000,Mühlbachl,3,1228,IL,330
2000,Mühlbachl,4,1822,IL,330
2000,Mühlbachl,5,1993,IL,330
2000,Mühlbachl,6,2473,IL,330
2000,Mühlbachl,7,3741,IL,330
2000,Mühlbachl,8,4643,IL,330
2000,Mühlbachl,9,3096,IL,330
2000,Mühlbachl,10,1930,IL,330
2000,Mühlbachl,11,235,IL,330
2000,Mühlbachl,12,2361,IL,330
2000,Mutters,1,5582,IL,331
2000,Mutters,2,6717,IL,331
2000,Mutters,3,4223,IL,331
2000,Mutters,4,1657,IL,331
2000,Mutters,5,1949,IL,331
2000,Mutters,6,5449,IL,331
2000,Mutters,7,8329,IL,331
2000,Mutters,8,11070,IL,331
2000,Mutters,9,6561,IL,331
2000,Mutters,10,2379,IL,331
2000,Mutters,11,613,IL,331
2000,Mutters,12,5376,IL,331
2000,Natters,1,2621,IL,332
2000,Natters,2,1400,IL,332
2000,Natters,3,1152,IL,332
2000,Natters,4,1579,IL,332
2000,Natters,5,2378,IL,332
2000,Natters,6,7092,IL,332
2000,Natters,7,14118,IL,332
2000,Natters,8,17216,IL,332
2000,Natters,9,3598,IL,332
2000,Natters,10,998,IL,332
2000,Natters,11,389,IL,332
2000,Natters,12,859,IL,332
2000,Navis,1,1684,IL,333
2000,Navis,2,1437,IL,333
2000,Navis,3,1486,IL,333
2000,Navis,4,406,IL,333
2000,Navis,5,756,IL,333
2000,Navis,6,1114,IL,333
2000,Navis,7,1769,IL,333
2000,Navis,8,3628,IL,333
2000,Navis,9,943,IL,333
2000,Navis,10,793,IL,333
2000,Navis,11,136,IL,333
2000,Navis,12,2421,IL,333
2000,Neustift im Stubaital,1,108136,IL,334
2000,Neustift im Stubaital,2,119674,IL,334
2000,Neustift im Stubaital,3,134726,IL,334
2000,Neustift im Stubaital,4,136244,IL,334
2000,Neustift im Stubaital,5,19928,IL,334
2000,Neustift im Stubaital,6,45795,IL,334
2000,Neustift im Stubaital,7,89614,IL,334
2000,Neustift im Stubaital,8,112758,IL,334
2000,Neustift im Stubaital,9,64613,IL,334
2000,Neustift im Stubaital,10,79842,IL,334
2000,Neustift im Stubaital,11,78656,IL,334
2000,Neustift im Stubaital,12,112317,IL,334
2000,Oberhofen im Inntal,1,314,IL,335
2000,Oberhofen im Inntal,2,449,IL,335
2000,Oberhofen im Inntal,3,318,IL,335
2000,Oberhofen im Inntal,4,140,IL,335
2000,Oberhofen im Inntal,5,228,IL,335
2000,Oberhofen im Inntal,6,633,IL,335
2000,Oberhofen im Inntal,7,1132,IL,335
2000,Oberhofen im Inntal,8,1367,IL,335
2000,Oberhofen im Inntal,9,680,IL,335
2000,Oberhofen im Inntal,10,281,IL,335
2000,Oberhofen im Inntal,11,46,IL,335
2000,Oberhofen im Inntal,12,414,IL,335
2000,Obernberg am Brenner,1,4346,IL,336
2000,Obernberg am Brenner,2,4900,IL,336
2000,Obernberg am Brenner,3,3649,IL,336
2000,Obernberg am Brenner,4,880,IL,336
2000,Obernberg am Brenner,5,698,IL,336
2000,Obernberg am Brenner,6,3146,IL,336
2000,Obernberg am Brenner,7,3905,IL,336
2000,Obernberg am Brenner,8,5865,IL,336
2000,Obernberg am Brenner,9,2121,IL,336
2000,Obernberg am Brenner,10,713,IL,336
2000,Obernberg am Brenner,11,47,IL,336
2000,Obernberg am Brenner,12,2752,IL,336
2000,Oberperfuss,1,4877,IL,337
2000,Oberperfuss,2,4659,IL,337
2000,Oberperfuss,3,3477,IL,337
2000,Oberperfuss,4,2035,IL,337
2000,Oberperfuss,5,1867,IL,337
2000,Oberperfuss,6,3600,IL,337
2000,Oberperfuss,7,5561,IL,337
2000,Oberperfuss,8,6452,IL,337
2000,Oberperfuss,9,4091,IL,337
2000,Oberperfuss,10,1223,IL,337
2000,Oberperfuss,11,344,IL,337
2000,Oberperfuss,12,4009,IL,337
2000,Patsch,1,3023,IL,338
2000,Patsch,2,4769,IL,338
2000,Patsch,3,2662,IL,338
2000,Patsch,4,808,IL,338
2000,Patsch,5,635,IL,338
2000,Patsch,6,1700,IL,338
2000,Patsch,7,3686,IL,338
2000,Patsch,8,3108,IL,338
2000,Patsch,9,1857,IL,338
2000,Patsch,10,833,IL,338
2000,Patsch,11,454,IL,338
2000,Patsch,12,2707,IL,338
2000,Pettnau,1,230,IL,339
2000,Pettnau,2,375,IL,339
2000,Pettnau,3,459,IL,339
2000,Pettnau,4,344,IL,339
2000,Pettnau,5,266,IL,339
2000,Pettnau,6,438,IL,339
2000,Pettnau,7,721,IL,339
2000,Pettnau,8,906,IL,339
2000,Pettnau,9,439,IL,339
2000,Pettnau,10,260,IL,339
2000,Pettnau,11,212,IL,339
