year,city,month,overnight_stays,bezirk,nr
2005,Uderns,9,10583,SZ,935
2005,Uderns,10,5542,SZ,935
2005,Uderns,11,1208,SZ,935
2005,Uderns,12,9048,SZ,935
2005,Vomp,1,2662,SZ,936
2005,Vomp,2,2640,SZ,936
2005,Vomp,3,2689,SZ,936
2005,Vomp,4,2223,SZ,936
2005,Vomp,5,5557,SZ,936
2005,Vomp,6,4015,SZ,936
2005,Vomp,7,7522,SZ,936
2005,Vomp,8,9715,SZ,936
2005,Vomp,9,11452,SZ,936
2005,Vomp,10,6059,SZ,936
2005,Vomp,11,2314,SZ,936
2005,Vomp,12,4461,SZ,936
2005,Weer,1,4459,SZ,937
2005,Weer,2,4204,SZ,937
2005,Weer,3,4414,SZ,937
2005,Weer,4,1564,SZ,937
2005,Weer,5,4819,SZ,937
2005,Weer,6,4626,SZ,937
2005,Weer,7,8266,SZ,937
2005,Weer,8,10224,SZ,937
2005,Weer,9,4613,SZ,937
2005,Weer,10,2709,SZ,937
2005,Weer,11,1545,SZ,937
2005,Weer,12,3562,SZ,937
2005,Weerberg,1,6506,SZ,938
2005,Weerberg,2,8482,SZ,938
2005,Weerberg,3,5208,SZ,938
2005,Weerberg,4,893,SZ,938
2005,Weerberg,5,3643,SZ,938
2005,Weerberg,6,3465,SZ,938
2005,Weerberg,7,6055,SZ,938
2005,Weerberg,8,7935,SZ,938
2005,Weerberg,9,5495,SZ,938
2005,Weerberg,10,4010,SZ,938
2005,Weerberg,11,736,SZ,938
2005,Weerberg,12,4428,SZ,938
2005,Wiesing,1,5373,SZ,939
2005,Wiesing,2,6983,SZ,939
2005,Wiesing,3,5966,SZ,939
2005,Wiesing,4,1422,SZ,939
2005,Wiesing,5,2874,SZ,939
2005,Wiesing,6,4062,SZ,939
2005,Wiesing,7,8913,SZ,939
2005,Wiesing,8,8551,SZ,939
2005,Wiesing,9,5142,SZ,939
2005,Wiesing,10,1476,SZ,939
2005,Wiesing,11,874,SZ,939
2005,Wiesing,12,2717,SZ,939
2005,Zell am Ziller,1,42545,SZ,940
2005,Zell am Ziller,2,53865,SZ,940
2005,Zell am Ziller,3,53197,SZ,940
2005,Zell am Ziller,4,6229,SZ,940
2005,Zell am Ziller,5,7867,SZ,940
2005,Zell am Ziller,6,13178,SZ,940
2005,Zell am Ziller,7,26122,SZ,940
2005,Zell am Ziller,8,30986,SZ,940
2005,Zell am Ziller,9,18104,SZ,940
2005,Zell am Ziller,10,8266,SZ,940
2005,Zell am Ziller,11,752,SZ,940
2005,Zell am Ziller,12,18730,SZ,940
2005,Zellberg,1,12389,SZ,941
2005,Zellberg,2,16649,SZ,941
2005,Zellberg,3,15775,SZ,941
2005,Zellberg,4,1554,SZ,941
2005,Zellberg,5,2318,SZ,941
2005,Zellberg,6,3922,SZ,941
2005,Zellberg,7,8803,SZ,941
2005,Zellberg,8,10211,SZ,941
2005,Zellberg,9,5941,SZ,941
2005,Zellberg,10,1829,SZ,941
2005,Zellberg,11,248,SZ,941
2005,Zellberg,12,5217,SZ,941
2006,Innsbruck,1,86516,I,101
2006,Innsbruck,2,94545,I,101
2006,Innsbruck,3,93071,I,101
2006,Innsbruck,4,80332,I,101
2006,Innsbruck,5,102607,I,101
2006,Innsbruck,6,104829,I,101
2006,Innsbruck,7,141081,I,101
2006,Innsbruck,8,147814,I,101
2006,Innsbruck,9,113067,I,101
2006,Innsbruck,10,86973,I,101
2006,Innsbruck,11,63850,I,101
2006,Innsbruck,12,99049,I,101
2006,Arzl im Pitztal,1,14019,IM,201
2006,Arzl im Pitztal,2,18309,IM,201
2006,Arzl im Pitztal,3,12319,IM,201
2006,Arzl im Pitztal,4,9392,IM,201
2006,Arzl im Pitztal,5,5053,IM,201
2006,Arzl im Pitztal,6,9357,IM,201
2006,Arzl im Pitztal,7,15547,IM,201
2006,Arzl im Pitztal,8,16325,IM,201
2006,Arzl im Pitztal,9,10903,IM,201
2006,Arzl im Pitztal,10,6102,IM,201
2006,Arzl im Pitztal,11,299,IM,201
2006,Arzl im Pitztal,12,8918,IM,201
2006,Haiming,1,8357,IM,202
2006,Haiming,2,10536,IM,202
2006,Haiming,3,8494,IM,202
2006,Haiming,4,5140,IM,202
2006,Haiming,5,3462,IM,202
2006,Haiming,6,6777,IM,202
2006,Haiming,7,12475,IM,202
2006,Haiming,8,20261,IM,202
2006,Haiming,9,6179,IM,202
2006,Haiming,10,2353,IM,202
2006,Haiming,11,808,IM,202
2006,Haiming,12,4183,IM,202
2006,Imst,1,22351,IM,203
2006,Imst,2,26671,IM,203
2006,Imst,3,18149,IM,203
2006,Imst,4,9426,IM,203
2006,Imst,5,13470,IM,203
2006,Imst,6,16309,IM,203
2006,Imst,7,24397,IM,203
2006,Imst,8,24737,IM,203
2006,Imst,9,14974,IM,203
2006,Imst,10,18847,IM,203
2006,Imst,11,3902,IM,203
2006,Imst,12,12581,IM,203
2006,Imsterberg,1,968,IM,204
2006,Imsterberg,2,1476,IM,204
2006,Imsterberg,3,553,IM,204
2006,Imsterberg,4,640,IM,204
2006,Imsterberg,5,234,IM,204
2006,Imsterberg,6,1005,IM,204
2006,Imsterberg,7,1575,IM,204
2006,Imsterberg,8,1756,IM,204
2006,Imsterberg,9,883,IM,204
2006,Imsterberg,10,504,IM,204
2006,Imsterberg,11,524,IM,204
2006,Imsterberg,12,526,IM,204
2006,Jerzens,1,32793,IM,205
2006,Jerzens,2,41876,IM,205
2006,Jerzens,3,33543,IM,205
2006,Jerzens,4,23166,IM,205
2006,Jerzens,5,2580,IM,205
2006,Jerzens,6,8940,IM,205
2006,Jerzens,7,24553,IM,205
2006,Jerzens,8,25558,IM,205
2006,Jerzens,9,13610,IM,205
2006,Jerzens,10,8049,IM,205
2006,Jerzens,11,3256,IM,205
2006,Jerzens,12,23801,IM,205
2006,Karres,1,405,IM,206
2006,Karres,2,469,IM,206
2006,Karres,3,247,IM,206
2006,Karres,4,104,IM,206
2006,Karres,5,288,IM,206
2006,Karres,6,463,IM,206
2006,Karres,7,724,IM,206
2006,Karres,8,760,IM,206
2006,Karres,9,461,IM,206
2006,Karres,10,20,IM,206
2006,Karres,11,6,IM,206
2006,Karres,12,218,IM,206
2006,Karrösten,1,2396,IM,207
2006,Karrösten,2,3127,IM,207
2006,Karrösten,3,2110,IM,207
2006,Karrösten,4,900,IM,207
2006,Karrösten,5,2072,IM,207
2006,Karrösten,6,2282,IM,207
2006,Karrösten,7,3093,IM,207
2006,Karrösten,8,3450,IM,207
2006,Karrösten,9,2867,IM,207
2006,Karrösten,10,2032,IM,207
2006,Karrösten,11,650,IM,207
2006,Karrösten,12,1555,IM,207
2006,Längenfeld,1,72139,IM,208
2006,Längenfeld,2,86273,IM,208
2006,Längenfeld,3,79742,IM,208
2006,Längenfeld,4,51940,IM,208
2006,Längenfeld,5,18323,IM,208
2006,Längenfeld,6,30551,IM,208
2006,Längenfeld,7,62188,IM,208
2006,Längenfeld,8,65315,IM,208
2006,Längenfeld,9,33380,IM,208
2006,Längenfeld,10,20642,IM,208
2006,Längenfeld,11,14244,IM,208
2006,Längenfeld,12,47936,IM,208
2006,Mieming,1,8127,IM,209
2006,Mieming,2,10654,IM,209
2006,Mieming,3,7750,IM,209
2006,Mieming,4,9270,IM,209
2006,Mieming,5,9115,IM,209
2006,Mieming,6,10401,IM,209
2006,Mieming,7,14762,IM,209
2006,Mieming,8,16837,IM,209
2006,Mieming,9,12206,IM,209
2006,Mieming,10,11476,IM,209
2006,Mieming,11,6820,IM,209
2006,Mieming,12,9491,IM,209
2006,Mils bei Imst,1,460,IM,210
2006,Mils bei Imst,2,559,IM,210
2006,Mils bei Imst,3,571,IM,210
2006,Mils bei Imst,4,357,IM,210
2006,Mils bei Imst,5,416,IM,210
2006,Mils bei Imst,6,380,IM,210
2006,Mils bei Imst,7,486,IM,210
2006,Mils bei Imst,8,610,IM,210
2006,Mils bei Imst,9,478,IM,210
2006,Mils bei Imst,10,357,IM,210
2006,Mils bei Imst,11,355,IM,210
2006,Mils bei Imst,12,448,IM,210
2006,Mötz,1,27,IM,211
2006,Mötz,2,84,IM,211
2006,Mötz,3,8,IM,211
2006,Mötz,4,55,IM,211
2006,Mötz,5,75,IM,211
2006,Mötz,6,89,IM,211
2006,Mötz,7,84,IM,211
2006,Mötz,8,246,IM,211
2006,Mötz,9,62,IM,211
2006,Mötz,10,42,IM,211
2006,Mötz,11,74,IM,211
2006,Mötz,12,46,IM,211
2006,Nassereith,1,2086,IM,212
2006,Nassereith,2,3888,IM,212
2006,Nassereith,3,1746,IM,212
2006,Nassereith,4,1544,IM,212
2006,Nassereith,5,4004,IM,212
2006,Nassereith,6,7834,IM,212
2006,Nassereith,7,16176,IM,212
2006,Nassereith,8,12341,IM,212
2006,Nassereith,9,7118,IM,212
2006,Nassereith,10,2871,IM,212
2006,Nassereith,11,415,IM,212
2006,Nassereith,12,1464,IM,212
2006,Obsteig,1,12208,IM,213
2006,Obsteig,2,15277,IM,213
2006,Obsteig,3,7780,IM,213
2006,Obsteig,4,3477,IM,213
2006,Obsteig,5,7440,IM,213
2006,Obsteig,6,12779,IM,213
2006,Obsteig,7,14218,IM,213
2006,Obsteig,8,17482,IM,213
2006,Obsteig,9,14281,IM,213
2006,Obsteig,10,11404,IM,213
2006,Obsteig,11,1287,IM,213
2006,Obsteig,12,7699,IM,213
2006,Oetz,1,30351,IM,214
2006,Oetz,2,39601,IM,214
2006,Oetz,3,29009,IM,214
2006,Oetz,4,15769,IM,214
2006,Oetz,5,4539,IM,214
2006,Oetz,6,15313,IM,214
2006,Oetz,7,26343,IM,214
2006,Oetz,8,30368,IM,214
2006,Oetz,9,18048,IM,214
2006,Oetz,10,4739,IM,214
2006,Oetz,11,333,IM,214
2006,Oetz,12,15135,IM,214
2006,Rietz,1,300,IM,215
2006,Rietz,2,242,IM,215
2006,Rietz,3,255,IM,215
2006,Rietz,4,189,IM,215
2006,Rietz,5,174,IM,215
2006,Rietz,6,390,IM,215
2006,Rietz,7,582,IM,215
2006,Rietz,8,687,IM,215
2006,Rietz,9,349,IM,215
2006,Rietz,10,302,IM,215
2006,Rietz,11,159,IM,215
2006,Rietz,12,273,IM,215
2006,Roppen,1,688,IM,216
2006,Roppen,2,1580,IM,216
2006,Roppen,3,1086,IM,216
2006,Roppen,4,658,IM,216
2006,Roppen,5,1011,IM,216
2006,Roppen,6,1490,IM,216
2006,Roppen,7,2354,IM,216
2006,Roppen,8,1453,IM,216
2006,Roppen,9,1117,IM,216
2006,Roppen,10,340,IM,216
2006,Roppen,11,119,IM,216
2006,Roppen,12,776,IM,216
2006,St.Leonhard/Pitztal,1,50929,IM,217
2006,St.Leonhard/Pitztal,2,65772,IM,217
2006,St.Leonhard/Pitztal,3,59376,IM,217
2006,St.Leonhard/Pitztal,4,58815,IM,217
2006,St.Leonhard/Pitztal,5,6128,IM,217
2006,St.Leonhard/Pitztal,6,6793,IM,217
2006,St.Leonhard/Pitztal,7,42523,IM,217
2006,St.Leonhard/Pitztal,8,45913,IM,217
2006,St.Leonhard/Pitztal,9,21227,IM,217
2006,St.Leonhard/Pitztal,10,25709,IM,217
2006,St.Leonhard/Pitztal,11,28116,IM,217
2006,St.Leonhard/Pitztal,12,51683,IM,217
2006,Sautens,1,10598,IM,218
2006,Sautens,2,13460,IM,218
2006,Sautens,3,9585,IM,218
2006,Sautens,4,3658,IM,218
2006,Sautens,5,3014,IM,218
2006,Sautens,6,7132,IM,218
2006,Sautens,7,12693,IM,218
2006,Sautens,8,14762,IM,218
2006,Sautens,9,8663,IM,218
2006,Sautens,10,2488,IM,218
2006,Sautens,11,75,IM,218
2006,Sautens,12,6698,IM,218
2006,Silz,1,31880,IM,219
2006,Silz,2,34187,IM,219
2006,Silz,3,35005,IM,219
2006,Silz,4,27069,IM,219
2006,Silz,5,671,IM,219
2006,Silz,6,1828,IM,219
2006,Silz,7,7253,IM,219
2006,Silz,8,7583,IM,219
2006,Silz,9,2185,IM,219
2006,Silz,10,353,IM,219
2006,Silz,11,305,IM,219
2006,Silz,12,21357,IM,219
2006,Sölden,1,356222,IM,220
2006,Sölden,2,385829,IM,220
2006,Sölden,3,388721,IM,220
2006,Sölden,4,250449,IM,220
2006,Sölden,5,2885,IM,220
2006,Sölden,6,12611,IM,220
2006,Sölden,7,99094,IM,220
2006,Sölden,8,114841,IM,220
2006,Sölden,9,35410,IM,220
2006,Sölden,10,45116,IM,220
2006,Sölden,11,85321,IM,220
2006,Sölden,12,245747,IM,220
2006,Stams,1,275,IM,221
2006,Stams,2,76,IM,221
2006,Stams,3,17,IM,221
2006,Stams,4,143,IM,221
2006,Stams,5,627,IM,221
2006,Stams,6,1320,IM,221
2006,Stams,7,3628,IM,221
2006,Stams,8,2839,IM,221
2006,Stams,9,1031,IM,221
2006,Stams,10,2986,IM,221
2006,Stams,11,63,IM,221
2006,Stams,12,406,IM,221
2006,Tarrenz,1,5242,IM,222
2006,Tarrenz,2,6976,IM,222
2006,Tarrenz,3,4688,IM,222
2006,Tarrenz,4,984,IM,222
2006,Tarrenz,5,3190,IM,222
2006,Tarrenz,6,5095,IM,222
2006,Tarrenz,7,7596,IM,222
2006,Tarrenz,8,7916,IM,222
2006,Tarrenz,9,5456,IM,222
2006,Tarrenz,10,3363,IM,222
2006,Tarrenz,11,176,IM,222
2006,Tarrenz,12,3506,IM,222
2006,Umhausen,1,17346,IM,223
2006,Umhausen,2,24072,IM,223
2006,Umhausen,3,15321,IM,223
2006,Umhausen,4,7251,IM,223
2006,Umhausen,5,3082,IM,223
2006,Umhausen,6,9796,IM,223
2006,Umhausen,7,22821,IM,223
2006,Umhausen,8,23082,IM,223
2006,Umhausen,9,10454,IM,223
2006,Umhausen,10,2870,IM,223
2006,Umhausen,11,707,IM,223
2006,Umhausen,12,11849,IM,223
2006,Wenns,1,12680,IM,224
2006,Wenns,2,17582,IM,224
2006,Wenns,3,11509,IM,224
2006,Wenns,4,10484,IM,224
2006,Wenns,5,2669,IM,224
2006,Wenns,6,6694,IM,224
2006,Wenns,7,14445,IM,224
2006,Wenns,8,15513,IM,224
2006,Wenns,9,9564,IM,224
2006,Wenns,10,6781,IM,224
2006,Wenns,11,420,IM,224
2006,Wenns,12,7822,IM,224
2006,Absam,1,909,IL,301
2006,Absam,2,2033,IL,301
2006,Absam,3,1064,IL,301
2006,Absam,4,2353,IL,301
2006,Absam,5,1708,IL,301
2006,Absam,6,1992,IL,301
2006,Absam,7,2936,IL,301
2006,Absam,8,3004,IL,301
2006,Absam,9,3400,IL,301
2006,Absam,10,2093,IL,301
2006,Absam,11,1602,IL,301
2006,Absam,12,1865,IL,301
2006,Aldrans,1,1872,IL,302
2006,Aldrans,2,2361,IL,302
2006,Aldrans,3,1648,IL,302
2006,Aldrans,4,1207,IL,302
2006,Aldrans,5,946,IL,302
2006,Aldrans,6,1823,IL,302
2006,Aldrans,7,2322,IL,302
2006,Aldrans,8,2422,IL,302
2006,Aldrans,9,1632,IL,302
2006,Aldrans,10,1884,IL,302
2006,Aldrans,11,449,IL,302
2006,Aldrans,12,1153,IL,302
2006,Ampass,1,733,IL,303
2006,Ampass,2,774,IL,303
2006,Ampass,3,726,IL,303
2006,Ampass,4,988,IL,303
2006,Ampass,5,1100,IL,303
2006,Ampass,6,1061,IL,303
2006,Ampass,7,1402,IL,303
2006,Ampass,8,1457,IL,303
2006,Ampass,9,1145,IL,303
2006,Ampass,10,1116,IL,303
2006,Ampass,11,172,IL,303
2006,Ampass,12,817,IL,303
2006,Axams,1,15946,IL,304
2006,Axams,2,20417,IL,304
2006,Axams,3,13617,IL,304
2006,Axams,4,6425,IL,304
2006,Axams,5,5928,IL,304
2006,Axams,6,6327,IL,304
2006,Axams,7,10000,IL,304
2006,Axams,8,10000,IL,304
2006,Axams,9,7036,IL,304
2006,Axams,10,4448,IL,304
2006,Axams,11,2213,IL,304
2006,Axams,12,9193,IL,304
2006,Baumkirchen,1,112,IL,305
2006,Baumkirchen,2,120,IL,305
2006,Baumkirchen,3,98,IL,305
2006,Baumkirchen,4,43,IL,305
2006,Baumkirchen,5,120,IL,305
2006,Baumkirchen,6,88,IL,305
2006,Baumkirchen,7,101,IL,305
2006,Baumkirchen,8,115,IL,305
2006,Baumkirchen,9,852,IL,305
2006,Baumkirchen,10,60,IL,305
2006,Baumkirchen,11,60,IL,305
2006,Baumkirchen,12,190,IL,305
2006,Birgitz,1,3090,IL,306
2006,Birgitz,2,3862,IL,306
2006,Birgitz,3,3070,IL,306
2006,Birgitz,4,1218,IL,306
2006,Birgitz,5,1336,IL,306
2006,Birgitz,6,3111,IL,306
2006,Birgitz,7,2235,IL,306
2006,Birgitz,8,3280,IL,306
2006,Birgitz,9,2865,IL,306
2006,Birgitz,10,667,IL,306
2006,Birgitz,11,429,IL,306
2006,Birgitz,12,2150,IL,306
2006,Ellbögen,1,1476,IL,307
2006,Ellbögen,2,1449,IL,307
2006,Ellbögen,3,990,IL,307
2006,Ellbögen,4,245,IL,307
2006,Ellbögen,5,169,IL,307
2006,Ellbögen,6,560,IL,307
2006,Ellbögen,7,1154,IL,307
2006,Ellbögen,8,1818,IL,307
2006,Ellbögen,9,954,IL,307
2006,Ellbögen,10,400,IL,307
2006,Ellbögen,11,104,IL,307
2006,Ellbögen,12,840,IL,307
2006,Flaurling,1,345,IL,308
2006,Flaurling,2,390,IL,308
2006,Flaurling,3,119,IL,308
2006,Flaurling,4,131,IL,308
2006,Flaurling,5,179,IL,308
2006,Flaurling,6,173,IL,308
2006,Flaurling,7,697,IL,308
2006,Flaurling,8,678,IL,308
2006,Flaurling,9,224,IL,308
2006,Flaurling,10,173,IL,308
2006,Flaurling,11,66,IL,308
2006,Flaurling,12,327,IL,308
2006,Fritzens,1,176,IL,309
2006,Fritzens,2,124,IL,309
2006,Fritzens,3,253,IL,309
2006,Fritzens,4,124,IL,309
2006,Fritzens,5,210,IL,309
2006,Fritzens,6,307,IL,309
2006,Fritzens,7,842,IL,309
2006,Fritzens,8,378,IL,309
2006,Fritzens,9,366,IL,309
2006,Fritzens,10,273,IL,309
2006,Fritzens,11,315,IL,309
2006,Fritzens,12,424,IL,309
2006,Fulpmes,1,38793,IL,310
2006,Fulpmes,2,48126,IL,310
2006,Fulpmes,3,39198,IL,310
2006,Fulpmes,4,33862,IL,310
2006,Fulpmes,5,6022,IL,310
2006,Fulpmes,6,14871,IL,310
2006,Fulpmes,7,28810,IL,310
2006,Fulpmes,8,38696,IL,310
2006,Fulpmes,9,21114,IL,310
2006,Fulpmes,10,11519,IL,310
2006,Fulpmes,11,12355,IL,310
2006,Fulpmes,12,28546,IL,310
2006,Gnadenwald,1,2311,IL,311
2006,Gnadenwald,2,1424,IL,311
2006,Gnadenwald,3,1212,IL,311
2006,Gnadenwald,4,1418,IL,311
2006,Gnadenwald,5,1374,IL,311
2006,Gnadenwald,6,1936,IL,311
2006,Gnadenwald,7,2964,IL,311
2006,Gnadenwald,8,2451,IL,311
2006,Gnadenwald,9,2242,IL,311
2006,Gnadenwald,10,1976,IL,311
2006,Gnadenwald,11,1506,IL,311
2006,Gnadenwald,12,2426,IL,311
2006,Götzens,1,8323,IL,312
2006,Götzens,2,10689,IL,312
2006,Götzens,3,9412,IL,312
2006,Götzens,4,4622,IL,312
2006,Götzens,5,4503,IL,312
2006,Götzens,6,7201,IL,312
2006,Götzens,7,7306,IL,312
2006,Götzens,8,10073,IL,312
2006,Götzens,9,8584,IL,312
2006,Götzens,10,10180,IL,312
2006,Götzens,11,3534,IL,312
2006,Götzens,12,6374,IL,312
2006,Gries am Brenner,1,2176,IL,313
2006,Gries am Brenner,2,3413,IL,313
2006,Gries am Brenner,3,3436,IL,313
2006,Gries am Brenner,4,1230,IL,313
2006,Gries am Brenner,5,1316,IL,313
2006,Gries am Brenner,6,2324,IL,313
2006,Gries am Brenner,7,4325,IL,313
2006,Gries am Brenner,8,3738,IL,313
2006,Gries am Brenner,9,1820,IL,313
2006,Gries am Brenner,10,2523,IL,313
2006,Gries am Brenner,11,411,IL,313
2006,Gries am Brenner,12,2527,IL,313
2006,Gries im Sellrain,1,4430,IL,314
2006,Gries im Sellrain,2,6933,IL,314
2006,Gries im Sellrain,3,6013,IL,314
2006,Gries im Sellrain,4,4408,IL,314
2006,Gries im Sellrain,5,243,IL,314
2006,Gries im Sellrain,6,2106,IL,314
2006,Gries im Sellrain,7,4182,IL,314
2006,Gries im Sellrain,8,5100,IL,314
2006,Gries im Sellrain,9,4598,IL,314
2006,Gries im Sellrain,10,458,IL,314
2006,Gries im Sellrain,11,70,IL,314
2006,Gries im Sellrain,12,4406,IL,314
2006,Grinzens,1,56,IL,315
2006,Grinzens,2,121,IL,315
2006,Grinzens,3,73,IL,315
2006,Grinzens,4,80,IL,315
2006,Grinzens,5,0,IL,315
2006,Grinzens,6,225,IL,315
2006,Grinzens,7,287,IL,315
2006,Grinzens,8,197,IL,315
2006,Grinzens,9,224,IL,315
2006,Grinzens,10,32,IL,315
2006,Grinzens,11,6,IL,315
2006,Grinzens,12,175,IL,315
2006,Gschnitz,1,2305,IL,317
2006,Gschnitz,2,3313,IL,317
2006,Gschnitz,3,1505,IL,317
2006,Gschnitz,4,501,IL,317
2006,Gschnitz,5,777,IL,317
2006,Gschnitz,6,1604,IL,317
2006,Gschnitz,7,3093,IL,317
2006,Gschnitz,8,4748,IL,317
2006,Gschnitz,9,2433,IL,317
2006,Gschnitz,10,603,IL,317
2006,Gschnitz,11,0,IL,317
2006,Gschnitz,12,2005,IL,317
2006,Hatting,1,406,IL,318
2006,Hatting,2,296,IL,318
2006,Hatting,3,449,IL,318
2006,Hatting,4,224,IL,318
2006,Hatting,5,226,IL,318
2006,Hatting,6,354,IL,318
2006,Hatting,7,492,IL,318
2006,Hatting,8,454,IL,318
2006,Hatting,9,644,IL,318
2006,Hatting,10,411,IL,318
2006,Hatting,11,306,IL,318
2006,Hatting,12,390,IL,318
2006,Inzing,1,430,IL,319
2006,Inzing,2,1439,IL,319
2006,Inzing,3,574,IL,319
2006,Inzing,4,482,IL,319
2006,Inzing,5,499,IL,319
2006,Inzing,6,956,IL,319
2006,Inzing,7,1430,IL,319
2006,Inzing,8,1650,IL,319
2006,Inzing,9,956,IL,319
2006,Inzing,10,667,IL,319
2006,Inzing,11,551,IL,319
2006,Inzing,12,910,IL,319
2006,Kematen in Tirol,1,1391,IL,320
2006,Kematen in Tirol,2,1303,IL,320
2006,Kematen in Tirol,3,1510,IL,320
2006,Kematen in Tirol,4,900,IL,320
2006,Kematen in Tirol,5,1163,IL,320
2006,Kematen in Tirol,6,1162,IL,320
2006,Kematen in Tirol,7,1395,IL,320
2006,Kematen in Tirol,8,951,IL,320
2006,Kematen in Tirol,9,1427,IL,320
2006,Kematen in Tirol,10,1148,IL,320
2006,Kematen in Tirol,11,814,IL,320
2006,Kematen in Tirol,12,1118,IL,320
2006,Kolsass,1,1928,IL,322
2006,Kolsass,2,1725,IL,322
2006,Kolsass,3,1572,IL,322
2006,Kolsass,4,2541,IL,322
2006,Kolsass,5,4935,IL,322
2006,Kolsass,6,1340,IL,322
2006,Kolsass,7,1916,IL,322
2006,Kolsass,8,1760,IL,322
2006,Kolsass,9,1719,IL,322
2006,Kolsass,10,1580,IL,322
2006,Kolsass,11,1445,IL,322
2006,Kolsass,12,1895,IL,322
2006,Kolsassberg,1,3790,IL,323
2006,Kolsassberg,2,3840,IL,323
2006,Kolsassberg,3,3143,IL,323
2006,Kolsassberg,4,2033,IL,323
2006,Kolsassberg,5,1946,IL,323
2006,Kolsassberg,6,2310,IL,323
2006,Kolsassberg,7,2331,IL,323
2006,Kolsassberg,8,3455,IL,323
2006,Kolsassberg,9,2644,IL,323
2006,Kolsassberg,10,2035,IL,323
2006,Kolsassberg,11,395,IL,323
2006,Kolsassberg,12,2274,IL,323
2006,Lans,1,4066,IL,325
2006,Lans,2,4231,IL,325
2006,Lans,3,3605,IL,325
2006,Lans,4,2906,IL,325
2006,Lans,5,3114,IL,325
2006,Lans,6,2974,IL,325
2006,Lans,7,3059,IL,325
2006,Lans,8,4002,IL,325
2006,Lans,9,3983,IL,325
2006,Lans,10,3103,IL,325
2006,Lans,11,3748,IL,325
2006,Lans,12,2554,IL,325
2006,Leutasch,1,93864,IL,326
2006,Leutasch,2,99581,IL,326
2006,Leutasch,3,54734,IL,326
2006,Leutasch,4,5396,IL,326
2006,Leutasch,5,9283,IL,326
2006,Leutasch,6,29391,IL,326
2006,Leutasch,7,46959,IL,326
2006,Leutasch,8,65827,IL,326
2006,Leutasch,9,37869,IL,326
2006,Leutasch,10,19748,IL,326
2006,Leutasch,11,3767,IL,326
2006,Leutasch,12,37653,IL,326
2006,Matrei am Brenner,1,1220,IL,327
2006,Matrei am Brenner,2,2055,IL,327
2006,Matrei am Brenner,3,1821,IL,327
2006,Matrei am Brenner,4,2175,IL,327
2006,Matrei am Brenner,5,2097,IL,327
2006,Matrei am Brenner,6,2758,IL,327
2006,Matrei am Brenner,7,2421,IL,327
2006,Matrei am Brenner,8,2648,IL,327
2006,Matrei am Brenner,9,3264,IL,327
2006,Matrei am Brenner,10,2105,IL,327
2006,Matrei am Brenner,11,231,IL,327
2006,Matrei am Brenner,12,2019,IL,327
2006,Mieders,1,9334,IL,328
2006,Mieders,2,11374,IL,328
2006,Mieders,3,8229,IL,328
2006,Mieders,4,6978,IL,328
2006,Mieders,5,2213,IL,328
2006,Mieders,6,4427,IL,328
2006,Mieders,7,7568,IL,328
2006,Mieders,8,9453,IL,328
2006,Mieders,9,4700,IL,328
2006,Mieders,10,3393,IL,328
2006,Mieders,11,2512,IL,328
2006,Mieders,12,6344,IL,328
2006,Mils,1,1872,IL,329
2006,Mils,2,2233,IL,329
2006,Mils,3,2355,IL,329
2006,Mils,4,1861,IL,329
2006,Mils,5,2156,IL,329
2006,Mils,6,1992,IL,329
2006,Mils,7,2301,IL,329
2006,Mils,8,2856,IL,329
2006,Mils,9,2161,IL,329
2006,Mils,10,1974,IL,329
2006,Mils,11,1779,IL,329
2006,Mils,12,1982,IL,329
2006,Mühlbachl,1,1882,IL,330
2006,Mühlbachl,2,3184,IL,330
2006,Mühlbachl,3,1502,IL,330
2006,Mühlbachl,4,1717,IL,330
2006,Mühlbachl,5,1784,IL,330
2006,Mühlbachl,6,2604,IL,330
2006,Mühlbachl,7,2729,IL,330
2006,Mühlbachl,8,3319,IL,330
2006,Mühlbachl,9,3225,IL,330
2006,Mühlbachl,10,2342,IL,330
2006,Mühlbachl,11,525,IL,330
2006,Mühlbachl,12,2811,IL,330
2006,Mutters,1,7408,IL,331
2006,Mutters,2,8204,IL,331
2006,Mutters,3,5071,IL,331
2006,Mutters,4,2594,IL,331
2006,Mutters,5,3833,IL,331
2006,Mutters,6,5079,IL,331
2006,Mutters,7,7802,IL,331
2006,Mutters,8,9181,IL,331
2006,Mutters,9,7011,IL,331
2006,Mutters,10,4481,IL,331
2006,Mutters,11,2124,IL,331
2006,Mutters,12,5644,IL,331
2006,Natters,1,1900,IL,332
2006,Natters,2,1604,IL,332
2006,Natters,3,1346,IL,332
2006,Natters,4,1923,IL,332
2006,Natters,5,3626,IL,332
2006,Natters,6,9112,IL,332
2006,Natters,7,15043,IL,332
2006,Natters,8,16063,IL,332
2006,Natters,9,7815,IL,332
2006,Natters,10,2677,IL,332
2006,Natters,11,801,IL,332
2006,Natters,12,1288,IL,332
2006,Navis,1,1295,IL,333
2006,Navis,2,2002,IL,333
2006,Navis,3,1078,IL,333
2006,Navis,4,518,IL,333
2006,Navis,5,185,IL,333
2006,Navis,6,1110,IL,333
2006,Navis,7,958,IL,333
2006,Navis,8,2287,IL,333
2006,Navis,9,1078,IL,333
2006,Navis,10,440,IL,333
2006,Navis,11,68,IL,333
