bezirk;city;01.01.2000;01.02.2000;01.03.2000;01.04.2000;01.05.2000;01.06.2000;01.07.2000;01.08.2000;01.09.2000;01.10.2000;01.11.2000;01.12.2000;01.01.2001;01.02.2001;01.03.2001;01.04.2001;01.05.2001;01.06.2001;01.07.2001;01.08.2001;01.09.2001;01.10.2001;01.11.2001;01.12.2001;01.01.2002;01.02.2002;01.03.2002;01.04.2002;01.05.2002;01.06.2002;01.07.2002;01.08.2002;01.09.2002;01.10.2002;01.11.2002;01.12.2002;01.01.2003;01.02.2003;01.03.2003;01.04.2003;01.05.2003;01.06.2003;01.07.2003;01.08.2003;01.09.2003;01.10.2003;01.11.2003;01.12.2003;01.01.2004;01.02.2004;01.03.2004;01.04.2004;01.05.2004;01.06.2004;01.07.2004;01.08.2004;01.09.2004;01.10.2004;01.11.2004;01.12.2004;01.01.2005;01.02.2005;01.03.2005;01.04.2005;01.05.2005;01.06.2005;01.07.2005;01.08.2005;01.09.2005;01.10.2005;01.11.2005;01.12.2005;01.01.2006;01.02.2006;01.03.2006;01.04.2006;01.05.2006;01.06.2006;01.07.2006;01.08.2006;01.09.2006;01.10.2006;01.11.2006;01.12.2006;01.01.2007;01.02.2007;01.03.2007;01.04.2007;01.05.2007;01.06.2007;01.07.2007;01.08.2007;01.09.2007;01.10.2007;01.11.2007;01.12.2007;01.01.2008;01.02.2008;01.03.2008;01.04.2008;01.05.2008;01.06.2008;01.07.2008;01.08.2008;01.09.2008;01.10.2008;01.11.2008;01.12.2008;01.01.2009;01.02.2009;01.03.2009;01.04.2009;01.05.2009;01.06.2009;01.07.2009;01.08.2009;01.09.2009;01.10.2009;01.11.2009;01.12.2009;01.01.2010;01.02.2010;01.03.2010;01.04.2010;01.05.2010;01.06.2010;01.07.2010;01.08.2010;01.09.2010;01.10.2010;01.11.2010;01.12.2010;01.01.2011;01.02.2011;01.03.2011;01.04.2011;01.05.2011;01.06.2011;01.07.2011;01.08.2011;01.09.2011;01.10.2011;01.11.2011;01.12.2011;01.01.2012;01.02.2012;01.03.2012;01.04.2012;01.05.2012;01.06.2012;01.07.2012;01.08.2012;01.09.2012;01.10.2012;01.11.2012;01.12.2012;01.01.2013;01.02.2013;01.03.2013;01.04.2013;01.05.2013;01.06.2013;01.07.2013;01.08.2013;01.09.2013;01.10.2013;01.11.2013;01.12.2013;01.01.2014;01.02.2014;01.03.2014;01.04.2014;01.05.2014;01.06.2014;01.07.2014;01.08.2014;01.09.2014;01.10.2014;01.11.2014;01.12.2014;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018
IL;Völs;65;99;144;214;253;293;557;789;904;950;1039;1113;1172;1178;1183;1197;1249;1288;1440;1665;1742;1760;1782;1851;1867;1883;1897;1947;1968;2046;2287;2493;2559;2656;2733;2799;2830;2866;2901;2902;2925;3010;3178;3363;3437;3469;3481;3492;3516;3527;3528;3539;3551;3643;4067;4418;4506;4524;4551;4580;4614;4626;4641;4680;4693;4755;5082;5566;5634;5656;5705;5779;5811;5830;5853;5871;5978;6092;6630;7037;7094;7150;7200;7238;7255;7279;7312;7363;7472;7690;8225;8839;8951;9026;9073;9111;9158;9201;9252;9298;9393;9688;10170;10694;10787;10857;10885;10957;10981;11034;11131;11407;11777;12292;13063;14212;14866;15198;15277;15380;15500;15637;15757;15800;16087;16421;17147;18076;18272;18382;18419;18513;18601;18667;18824;19051;19400;19827;20449;21306;21674;21864;22049;22158;22472;22661;22933;23143;23395;23756;24368;25173;25503;25694;25913;26034;26194;26485;26678;26855;27078;27345;28090;29059;29348;29556;29741;29829;29998;30148;30292;30511;30704;30984;31550;32068;32255;32361;32452;32578;32698;32786;32899;33025;33292;33714;34529;35375;35649;35801;35904;35997;36096;36183;36188;36196;36379;36693;37350;37936;38269;38398;38446;38493;38552;38607;38644;38658;38789;39214;39966;40837;41042;41223;41320;41429;41491;41547;41643;41711;41833;42261;43092;44353;45040;45395;45479;45494
IL;Wattenberg;476;476;476;725;753;970;1252;1688;2236;2340;5252;5328;5594;5699;5851;5870;5870;6104;6364;7575;7575;7603;10207;10648;10879;11269;11366;11505;11857;12126;12708;13453;14068;14396;14519;15055;15341;15714;15864;15975;16179;16437;16824;17496;17764;17908;17955;18115;18216;18441;18588;18777;18912;19099;19669;20413;20707;20864;21037;21335;21772;22101;22491;22712;22818;23159;23829;24360;24627;25097;25459;25847;26166;26665;27181;27571;28037;28568;29403;30403;30978;31549;31986;32275;32631;33167;33627;34084;34669;35571;36746;38236;38974;39683;40251;40765;41404;42454;43454;44100;44722;45677;47256;47881;48297;48773;49205;49601;50242;50950;51738;52050;52469;52881;53735;54520;54881;55186;55323;55671;56346;57456;58148;58448;58653;58932;60215;62047;62480;62751;62933;63301;64075;64892;65202;65389;65924;66392;67607;68607;69174;69538;70180;70715;71236;72331;73442;73785;74168;74959;76554;77611;78467;79076;79379;80207;81343;83099;84872;86014;86665;87533;89264;90068;91139;91792;92146;93032;94302;95665;97293;97729;98136;99132;100545;102559;103525;104101;104310;104604;105486;107208;108936;109184;109601;110009;111938;112947;114025;114548;115039;115631;116015;117390;118890;119457;120476;121156;123374;126044;127207;127757;128146;128558;129424;129968;130762;131546;132168;132881;133829;136574;137607;138473;139173;140016;140891;143092;143905;145034;145977;146920;149540;152376;153642;154758;155547;156350
IL;Wattens;1026;2287;3433;4898;6627;8840;11338;15255;17915;19206;20200;22357;23163;24430;25276;26160;27650;28892;31463;33954;35608;37045;38003;39936;40818;42178;42997;44040;45505;47294;50099;53224;55465;57209;58451;60101;61248;62640;63986;65192;66842;68508;71001;73751;75765;77499;78572;80370;81232;82799;83827;85280;86800;88468;90638;93507;95432;96826;98053;99166;100164;101650;103020;104378;105965;107846;110187;112590;114297;115681;117127;118871;120463;122416;124091;125733;127107;128427;130367;132434;133969;135435;136727;138277;139681;141175;142288;143497;145030;146481;148585;150780;152344;153677;154709;155780;156811;158052;159172;160459;161979;163736;166295;168867;170862;172542;173970;175375;176293;177198;178604;180092;181928;183768;186244;188558;190074;191471;192433;193567;194605;196030;197415;198578;200273;201656;203711;205799;207193;208042;208611;209352;210346;211043;211806;212323;213161;214615;217199;220089;222235;224083;225754;227561;229235;231063;232792;234282;236310;238552;241044;244166;246647;248569;250123;251978;253329;255258;256863;258327;260019;261815;264409;267162;268971;270543;272489;274473;275948;277474;279239;281203;283481;285781;288672;291404;293665;295375;297036;299086;301014;302946;304972;306991;309209;311527;314259;317424;319512;321351;322964;325074;326569;328870;330739;332530;334785;336837;339647;342713;344412;346150;347587;349600;351427;353591;355910;357874;360470;363074;366169;369418;372072;374293;376463;378831;380367;382189;383995;385824;388157;390374;393371;396345;399146;401287;403290;405445
IL;Wildermieming;3796;7411;9151;12012;15367;20685;27375;34596;41076;44069;44116;46963;50774;55545;57695;60113;62963;67201;73514;80410;86775;90648;90754;93142;97187;102953;105660;106683;110616;115515;123568;131582;138783;142571;142676;145763;150201;154642;158079;160719;165232;170954;178810;188063;194541;198462;198687;201609;206157;212527;214778;217062;221507;226490;233037;241314;246835;250311;250401;252547;257615;263538;266721;267441;272094;276193;283134;291186;296773;299882;300027;301929;305497;310502;312449;314014;318027;322662;327547;334484;340306;343868;344022;345956;350179;354773;355814;357490;361238;365911;371023;377856;383293;385973;386442;388785;392493;397277;399585;400496;404733;408366;413612;419707;425124;428721;429023;431560;435037;439438;441597;443611;447663;450935;456622;462517;467515;470767;471021;473493;476955;481816;483378;485175;488255;491702;495945;502870;507145;510995;511484;513672;517378;520930;523065;525138;529035;533867;539292;545040;549650;552864;553016;554861;558539;563237;564804;567502;570975;574078;578935;584257;587809;590515;590591;592666;596244;600326;601966;603736;607746;611185;615922;621860;626920;628956;629045;631351;633899;637543;639510;641848;644895;648868;653407;659709;664358;667072;667202;669671;673100;677563;679130;681243;684422;687949;693010;698625;702526;704971;705219;707410;711184;715827;718809;719818;722931;726301;731075;736383;740671;743516;743558;745725;748876;753565;756179;758127;760968;765256;770110;775402;779893;781936;782176;784056;787486;792336;795062;796334;799679;802902;808057;812432;816244;819694;820009;821928
IL;Zirl;1709;3579;5315;6987;9157;12009;15405;20062;24136;26519;28452;30928;32273;34551;36284;38912;40934;43705;47432;53145;56696;58916;60934;63337;64837;67081;69034;70491;73029;75775;79791;84337;87083;89125;90639;92919;94896;97004;99195;100861;102643;106025;110411;115278;118864;120612;122682;124739;126611;128673;130841;132906;135743;139139;143828;148877;152782;155323;157541;159708;161609;163315;165278;167640;170595;174278;180466;187054;191322;194401;197245;200198;202520;204900;207554;210620;213985;217786;223304;229154;233890;237164;239438;242130;244411;246920;249409;251911;254809;258171;262385;267311;270975;273361;275304;277500;279296;281679;283657;285548;287886;291158;296038;301306;304655;306987;308911;310922;312271;313768;315242;317209;319480;322859;327154;331789;335196;337746;339690;341750;343465;345653;347226;348849;351074;354541;359855;365203;368867;372048;374138;376359;378074;380049;382188;384155;386602;389749;394932;400761;404746;407406;409007;410765;412892;414819;416578;418620;421364;425346;430832;436958;441998;444686;446573;448856;451201;453914;456126;458441;461380;465481;471282;477542;481735;484820;487126;489676;492087;494373;496231;498236;501170;505595;511263;517262;521331;524297;526278;528858;530541;532811;534788;537082;540321;544490;550241;556432;560461;563146;564791;567103;568934;571411;573868;576320;579980;583794;590623;597054;601375;604440;606980;609723;612427;615220;618209;621085;624424;629050;635145;641575;645840;649004;651461;653927;655834;658391;661250;663286;666631;670724;677283;683615;688791;691815;694131;696309
IM;Arzl im Pitztal;14613;30125;46890;55361;60509;75612;94043;113656;125495;131197;132681;141584;156472;174935;187008;196653;202465;213734;232691;250580;261442;268252;268779;277982;292321;313767;330562;335135;342723;352085;369094;386216;398585;404780;406163;416263;430103;448933;464516;473346;477950;487904;505015;525415;538091;544449;544922;555674;569671;591036;601717;610909;616041;625999;643982;662803;673623;678489;679191;687414;702829;723242;741672;744267;750862;759827;776954;796646;807104;813327;813846;821099;835118;853427;865746;875138;880191;889548;905095;921420;932323;938425;938724;947642;960542;979498;990507;998804;1004869;1014956;1032427;1050755;1061256;1067816;1068271;1077196;1091616;1111710;1131143;1132536;1138534;1147559;1167630;1184889;1195225;1200940;1201292;1212094;1226621;1247005;1257553;1266869;1271951;1283281;1301555;1319498;1331442;1338596;1339236;1348501;1362218;1383858;1396469;1402332;1410278;1421039;1438331;1456698;1467016;1474107;1475132;1483324;1498099;1514260;1527706;1533998;1537691;1548347;1565938;1582455;1590922;1598228;1599074;1605908;1619511;1639341;1648836;1655597;1660284;1669170;1684221;1700661;1708842;1716185;1717845;1726049;1738727;1757668;1769747;1772846;1777979;1786007;1802049;1818309;1826342;1833328;1834244;1842648;1855085;1870095;1882367;1888769;1893241;1903978;1918624;1935448;1944385;1951636;1952701;1961735;1973643;1993695;2002807;2007958;2012192;2020921;2034870;2051431;2058941;2065327;2066396;2073346;2082106;2097223;2108270;2109664;2113400;2119800;2132386;2146227;2152762;2156914;2159395;2166781;2177186;2193159;2202057;2208390;2212624;2221258;2236368;2252524;2260007;2266882;2269017;2276944;2288834;2307213;2319909;2325229;2332773;2340358;2355531;2371202;2380012;2387153;2388516;2396759
IM;Haiming;6666;14805;22577;26571;30302;37239;52633;65462;71701;73889;74412;79707;86175;93494;100731;105234;109020;115475;129014;142021;147662;150133;150909;157089;165312;178353;188120;191521;197771;205272;221494;236636;242994;245622;246148;251427;261117;270787;279281;283414;294112;300916;310951;326306;332582;336727;337210;344579;353146;365129;373768;380199;384395;391487;406060;419230;424167;427890;428759;433974;444132;455555;467109;469455;473408;479753;495768;510610;516758;520227;521388;526425;534782;545318;553812;558952;562414;569191;581666;601927;608106;610459;611267;615450;622699;632435;640304;644968;649747;657088;673016;687573;693524;695679;696983;702997;711556;723234;734225;736219;740508;746775;761948;775591;781399;783258;784347;791314;800093;810975;817631;822736;825914;831441;844841;857626;862226;864771;866244;873261;881956;893605;901756;905922;909627;915588;929988;944256;949924;951703;952593;958229;966701;975958;985222;988979;990902;997945;1009280;1021100;1026164;1028546;1029261;1035064;1045092;1057250;1065076;1069677;1072842;1078800;1089222;1101533;1108332;1110596;1111156;1118801;1131894;1149829;1163953;1167293;1172351;1180176;1195376;1211786;1219689;1222647;1223133;1232589;1246593;1261810;1275959;1282439;1287063;1296400;1312154;1328727;1337045;1339858;1340517;1350737;1364258;1382106;1396209;1402348;1407252;1417415;1434323;1452400;1461145;1464062;1464826;1473435;1488001;1506858;1524559;1527298;1534037;1543968;1561854;1580678;1589865;1592571;1593106;1601123;1616313;1634212;1648972;1658669;1665818;1677928;1698210;1717971;1728622;1733346;1734526;1744596;1763190;1785652;1805392;1812140;1821393;1835189;1856507;1876149;1887826;1892513;1893671;1902869
IM;Imst;17073;36107;48052;55720;67197;84574;115111;142615;158461;167884;172514;185774;204248;223955;238484;246503;256792;274548;304273;330828;333375;343705;347657;362039;379541;399863;413282;420099;434605;451853;482168;510817;526902;545648;550239;566537;584827;603174;616568;625576;637377;654928;687922;717989;736292;754717;759746;775638;793074;818269;831635;840172;853339;869661;901568;929119;945518;963070;967404;980480;1001257;1025722;1042148;1046468;1060275;1076485;1102033;1131357;1149169;1166607;1171005;1186038;1208389;1235060;1253209;1262635;1276105;1292414;1316811;1341548;1356522;1375369;1379271;1391852;1413126;1438690;1452571;1462900;1477969;1498778;1531818;1563587;1583782;1599095;1604473;1621281;1646567;1676169;1696491;1703616;1724000;1743349;1774406;1806014;1826535;1843182;1849163;1865930;1887315;1915387;1928874;1939437;1954638;1973970;2000750;2032561;2053736;2070750;2075054;2089419;2108005;2134540;2148254;2157252;2172278;2188958;2221569;2256146;2277440;2292506;2298204;2312701;2333737;2357301;2372643;2382801;2393680;2417322;2449609;2484884;2506200;2521088;2526340;2539436;2560758;2586917;2600973;2610727;2622180;2638982;2670387;2704342;2726326;2742628;2749386;2764740;2786136;2813655;2830845;2837235;2851921;2871040;2904677;2939666;2959197;2975752;2981913;2996259;3016408;3039699;3057141;3064645;3076527;3097487;3125865;3161214;3181499;3196433;3201403;3216598;3236306;3262456;3275061;3283551;3294876;3315009;3341253;3373866;3394587;3408010;3413797;3426274;3442188;3467660;3484032;3491224;3505672;3524035;3554730;3589952;3609836;3623916;3631536;3643369;3660530;3684363;3698533;3708321;3721387;3744004;3776204;3807720;3826984;3841730;3849114;3861010;3879230;3903053;3918934;3929561;3949952;3971789;4008816;4046842;4070138;4087163;4095820;4110884
IM;Imsterberg;695;1227;2344;3128;3555;4584;6522;8410;9036;9638;9971;12368;13028;14147;14794;15371;15911;16913;18857;20519;21267;21415;21452;22387;22856;24596;25128;25650;26384;27479;29376;31423;32400;32773;33160;34140;34828;36179;37161;37624;38130;39361;41393;43348;44476;45082;45316;46294;47086;48549;49515;50393;51389;52436;54843;57183;58618;59043;59302;59795;61026;62406;63242;63418;64379;65033;66558;68592;69413;69897;70132;70881;71849;73325;73878;74518;74752;75757;77332;79088;79971;80475;80999;81525;82273;83628;83960;84475;84706;85510;86844;88067;88640;88715;88861;89142;89808;90897;91234;91466;92178;92863;94258;95786;96223;96317;96494;97099;97719;98633;99016;99431;100160;101096;102235;103615;104178;104416;104547;105068;105797;106769;107119;107403;107790;108514;109628;111335;111959;112237;112650;113282;114109;114690;115248;115673;116138;116964;118255;119873;120345;120730;121025;121686;122269;123626;124118;124719;125261;126214;127638;129292;130133;130357;130578;131341;131949;133409;134297;134770;135399;136233;137731;139527;139996;140573;140706;141391;142082;142912;143862;144314;144714;145427;146771;148438;149056;149605;149788;150563;151462;152709;153313;153721;154163;154943;155968;157268;157845;158009;158203;158746;159459;160450;161171;161466;161987;162822;163952;165545;166295;166771;167217;167773;168652;169553;170419;171139;171704;172603;173850;180057;180703;181311;181737;182232;183091;184393;185331;185996;186693;187647;189083;190582;191379;191820;192175;192911
IM;Jerzens;34727;64916;99766;117693;119218;128208;146578;168647;180502;183796;185829;206767;240345;280903;312543;335435;336971;344033;362715;382705;393664;397161;400378;420584;453526;495786;536493;548211;550652;555701;573708;593212;604143;610048;612415;636960;673471;716664;755796;780439;781932;788882;807831;830234;841356;844999;846836;871561;910387;957794;992935;1016827;1018295;1025001;1045529;1069925;1080008;1083326;1084941;1105335;1146047;1193985;1240738;1249088;1251705;1258573;1279268;1298508;1309791;1316508;1318890;1338254;1371047;1412923;1446466;1469632;1472212;1481152;1505705;1531263;1544873;1552922;1556178;1579979;1615204;1660633;1692799;1712138;1714928;1726174;1756454;1784168;1800753;1811995;1815520;1839378;1875725;1921986;1968137;1972268;1975918;1985863;2012296;2037980;2052311;2060256;2063307;2089729;2127041;2172418;2199209;2220005;2222931;2233345;2258964;2283528;2298472;2304694;2306479;2331670;2365431;2411195;2445293;2458374;2460458;2468557;2490766;2516356;2529899;2538947;2540673;2564792;2599963;2640427;2675798;2688495;2689352;2699883;2723868;2751304;2764436;2772502;2774092;2797663;2832438;2877048;2907936;2922916;2924527;2932288;2955941;2983312;2995449;3002397;3004463;3027346;3063215;3108342;3148350;3155713;3157845;3165179;3189429;3217205;3229729;3237063;3238202;3262693;3297437;3335440;3368397;3382736;3383861;3391327;3412043;3440220;3452665;3458681;3459909;3483637;3517786;3563795;3595190;3608238;3610415;3617671;3639643;3664836;3675654;3681449;3682706;3704284;3737828;3784617;3824929;3828568;3832314;3840528;3866505;3898461;3911649;3920066;3921160;3941151;3972664;4014371;4046628;4063844;4066061;4076478;4102513;4131613;4144792;4152103;4153179;4173693;4209759;4252593;4292511;4301093;4304311;4313837;4339244;4367224;4381434;4389451;4390640;4410735
IM;Karres;302;488;560;615;787;1173;1790;2673;2973;3061;3061;3364;3569;3894;3994;4051;4265;4654;5558;6443;6790;6804;6818;7132;7325;7537;7598;7938;8106;8379;9124;10037;10560;10963;11267;11731;12020;12582;13121;13282;13425;13873;15641;16697;17196;17544;17778;18075;18288;18807;18895;18976;19190;19858;20635;21515;22050;22212;22275;22407;22709;23160;23430;23694;24126;24561;25305;25941;26397;26403;26430;26717;27122;27591;27838;27942;28230;28693;29417;30177;30638;30658;30664;30882;31111;31588;31758;31932;32291;32777;33263;33751;34067;34075;34118;34368;34690;35141;35482;35559;35839;36074;36683;37312;37599;37655;37687;37939;38238;38830;39041;39138;39260;39644;40100;40609;40968;41099;41193;41456;41734;42156;42326;42465;42628;43171;43828;44654;45024;45119;45339;45690;45983;46379;46739;46876;47041;47718;48681;49513;50038;50217;50496;50871;51230;51810;52165;52361;52680;53220;54070;54854;55306;55502;55725;56120;56590;57262;57648;57744;57982;58477;59257;60003;60515;60683;60753;61176;61581;62033;62612;62734;63020;63456;64096;64744;65157;65320;65554;65970;66253;66813;67082;67244;67523;68139;68866;69690;70070;70146;70358;70818;71397;72121;72578;72705;73004;73567;74228;74970;75440;75504;75745;76148;76631;77211;77725;77847;78212;78759;79303;80136;80606;80729;80937;81298;81706;82439;82945;83141;83444;84060;84806;85572;86065;86119;86317;86676
IM;Karrösten;2585;3765;4981;6097;7737;9302;11451;14111;16599;17472;18295;20072;22566;24405;26098;26598;27934;29779;32071;33808;35987;37046;37477;39140;40098;43169;44753;45569;46290;48140;51488;54361;56497;57482;57873;59957;62609;65098;67051;67812;69414;71139;72941;76406;78419;79449;79890;81405;83839;85944;86999;87324;88614;90730;93971;96753;99224;100609;101026;102588;105543;107344;108650;109466;111171;114153;117256;121076;123016;124777;125265;126811;129207;132334;134444;135344;137416;139698;142791;146241;149108;151140;151790;153345;155937;159588;161346;162155;163867;165753;168583;172018;175053;176680;177384;179557;182368;185179;187365;188086;189919;192270;195250;198228;200563;202027;202703;204524;207248;210137;211726;212646;214690;217401;220122;223045;224805;226980;227634;229116;231455;234424;236026;236985;238506;240535;243828;247013;249838;251685;252518;254046;256656;259059;261666;263488;265675;268768;273226;277880;281127;282985;284171;286127;289732;293415;295797;297709;300168;303171;306748;311026;313667;315977;316991;319487;322893;326889;330078;331535;333896;336666;340555;344882;348094;350443;351511;354013;357584;360795;363732;365689;368132;371185;375507;380351;383355;385574;386669;389228;392583;395980;398795;401161;403871;407578;411610;416373;419715;421961;423058;425319;428187;431751;434701;435897;439279;442411;447630;452838;456447;459465;460562;462767;465629;469569;472552;474956;478276;482196;487154;492261;495725;498283;499423;501926;505033;509089;512023;514019;517468;520990;525908;531005;534469;536967;537986;540829
IM;Längenfeld;57043;115963;179294;214198;222272;247122;309477;371268;397958;407088;412033;462312;525702;599873;665077;708456;720128;740774;807098;870532;894095;903938;907918;958022;1019796;1104513;1189428;1212790;1223499;1248220;1317008;1383075;1409059;1422011;1428502;1482641;1548315;1623539;1703244;1749761;1760993;1790409;1854888;1930803;1960529;1974477;1981793;2038795;2104962;2192099;2262435;2309656;2324073;2349086;2410271;2486849;2527235;2547766;2560892;2608890;2686607;2775918;2874828;2897406;2913196;2941679;3006060;3080408;3113439;3136531;3150347;3201166;3273305;3359578;3439320;3491260;3509583;3540134;3602322;3667637;3701017;3721659;3735903;3783839;3857594;3947811;4030751;4078073;4097394;4127789;4196331;4267188;4302327;4327918;4345655;4400090;4476669;4584281;4696610;4723446;4743848;4771183;4844666;4923909;4958721;4981582;5000253;5064175;5147719;5248341;5323812;5377791;5393780;5421897;5493689;5578125;5617010;5640644;5657754;5719825;5800732;5898462;5983511;6027710;6043688;6069148;6141794;6221692;6258097;6284766;6302959;6359143;6444642;6533701;6621091;6658695;6668685;6698574;6767874;6851809;6887619;6913339;6930921;6984832;7071949;7167479;7250252;7298044;7313910;7342060;7412209;7498016;7536171;7561635;7580285;7641632;7723718;7826098;7924574;7958288;7978758;8003505;8080145;8172240;8208119;8236176;8259216;8323422;8402147;8495655;8585915;8634678;8650760;8684805;8755690;8852278;8890265;8919610;8943317;9023082;9106218;9213066;9301867;9346764;9365927;9395187;9474303;9571743;9614656;9643549;9668351;9739899;9826992;9936537;10040765;10070351;10094474;10122927;10206414;10309443;10350010;10383151;10407108;10470882;10556647;10661185;10750492;10811293;10826959;10863318;10947922;11051239;11090037;11122152;11143765;11206628;11290882;11397771;11497292;11537925;11560718;11593365;11679882;11774024;11812207;11840666;11865757;11931796
